Time,U1_X,U1_Y,U2_X,U2_Y,e1_X,e1_Y,e2_X,e2_Y,e3_X,e3_Y,e4_X,e4_Y,m1_X,m1_Y,m2_X,m2_Y,m3_X,m3_Y,m4_X,m4_Y,m5_X,m5_Y,m6_X,m6_Y,m7_X,m7_Y,m8_X,m8_Y,m9_X,m9_Y,m10_X,m10_Y
0.568,419.918696,465.2200485,470.9633234,326.8188849,145.4883962,272.4987981,488.5931468,77.95462502,480.7678403,237.5915954,75.91095554,208.1262193,396.6823682,479.5279078,18.5207625,424.7707241,339.9754553,378.4315296,197.2703925,328.5006485,353.9042052,16.5608782,24.25339601,48.49053807,348.5413959,158.8249245,17.58142271,220.3854271,383.2198175,398.524825,244.6549768,222.54754
0.569,419.9396427,465.2415249,470.9878635,326.8361413,145.4980419,272.4961597,488.6029766,77.9527878,480.7709473,237.5820903,75.91958639,208.1211687,396.68181,479.5270781,18.52167772,424.7703212,339.9754121,378.4305306,197.2708677,328.5015284,353.9040368,16.56186392,24.25384134,48.4896427,348.5423474,158.8246168,17.58068708,220.3861045,383.2202038,398.5257474,244.6543705,222.5467448
0.57,419.9605895,465.2630012,471.0124036,326.8533976,145.5076876,272.4935214,488.6128064,77.95095059,480.7740542,237.5725852,75.92821724,208.1161181,396.6812517,479.5262484,18.52259295,424.7699183,339.975369,378.4295315,197.2713429,328.5024082,353.9038685,16.56284965,24.25428668,48.48874734,348.5432989,158.8243091,17.57995144,220.3867819,383.2205901,398.5266697,244.6537641,222.5459497
0.571,419.9815362,465.2844776,471.0369437,326.870654,145.5173333,272.4908831,488.6226362,77.94911338,480.7771611,237.5630801,75.9368481,208.1110675,396.6806935,479.5254187,18.52350817,424.7695153,339.9753259,378.4285324,197.2718181,328.5032881,353.9037001,16.56383537,24.25473202,48.48785197,348.5442504,158.8240014,17.5792158,220.3874592,383.2209764,398.5275921,244.6531577,222.5451545
0.572,420.002483,465.305954,471.0614838,326.8879104,145.5269789,272.4882448,488.6324659,77.94727616,480.780268,237.553575,75.94547895,208.1060169,396.6801353,479.5245891,18.5244234,424.7691124,339.9752827,378.4275334,197.2722933,328.504168,353.9035317,16.5648211,24.25517735,48.48695661,348.5452019,158.8236937,17.57848017,220.3881366,383.2213627,398.5285145,244.6525514,222.5443593
0.573,420.0234297,465.3274303,471.0860239,326.9051668,145.5366246,272.4856065,488.6422957,77.94543895,480.783375,237.5440699,75.9541098,208.1009664,396.6795771,479.5237594,18.52533862,424.7687094,339.9752396,378.4265343,197.2727685,328.5050479,353.9033634,16.56580683,24.25562269,48.48606125,348.5461534,158.8233861,17.57774453,220.388814,383.2217491,398.5294368,244.651945,222.5435641
0.574,420.0443764,465.3489067,471.1105641,326.9224232,145.5462703,272.4829682,488.6521255,77.94360173,480.7864819,237.5345647,75.96274066,208.0959158,396.6790188,479.5229297,18.52625384,424.7683065,339.9751965,378.4255352,197.2732437,328.5059277,353.903195,16.56679255,24.25606802,48.48516588,348.5471049,158.8230784,17.57700889,220.3894914,383.2221354,398.5303592,244.6513386,222.5427689
0.575,420.0653232,465.370383,471.1351042,326.9396796,145.555916,272.4803298,488.6619553,77.94176452,480.7895888,237.5250596,75.97137151,208.0908652,396.6784606,479.5221,18.52716907,424.7679035,339.9751533,378.4245361,197.2737189,328.5068076,353.9030267,16.56777828,24.25651336,48.48427052,348.5480564,158.8227707,17.57627326,220.3901687,383.2225217,398.5312816,244.6507323,222.5419737
0.576,420.0862699,465.3918594,471.1596443,326.956936,145.5655617,272.4776915,488.6717851,77.9399273,480.7926957,237.5155545,75.98000236,208.0858146,396.6779024,479.5212703,18.52808429,424.7675006,339.9751102,378.4235371,197.2741941,328.5076875,353.9028583,16.568764,24.25695869,48.48337516,348.5490078,158.822463,17.57553762,220.3908461,383.222908,398.5322039,244.6501259,222.5411786
0.577,420.1072167,465.4133357,471.1841844,326.9741924,145.5752074,272.4750532,488.6816149,77.93809009,480.7958027,237.5060494,75.98863322,208.080764,396.6773442,479.5204406,18.52899952,424.7670976,339.9750671,378.422538,197.2746693,328.5085674,353.90269,16.56974973,24.25740403,48.48247979,348.5499593,158.8221553,17.57480198,220.3915235,383.2232944,398.5331263,244.6495195,222.5403834
0.578,420.1281634,465.4348121,471.2087245,326.9914487,145.5848531,272.4724149,488.6914446,77.93625287,480.7989096,237.4965443,75.99726407,208.0757135,396.6767859,479.5196109,18.52991474,424.7666947,339.9750239,378.4215389,197.2751445,328.5094472,353.9025216,16.57073546,24.25784937,48.48158443,348.5509108,158.8218476,17.57406635,220.3922009,383.2236807,398.5340486,244.6489132,222.5395882
0.579,420.1491102,465.4562885,471.2332646,327.0087051,145.5944988,272.4697766,488.7012744,77.93441566,480.8020165,237.4870392,76.00589492,208.0706629,396.6762277,479.5187812,18.53082997,424.7662917,339.9749808,378.4205399,197.2756197,328.5103271,353.9023532,16.57172118,24.2582947,48.48068906,348.5518623,158.8215399,17.57333071,220.3928782,383.224067,398.534971,244.6483068,222.538793
0.58,420.1700569,465.4777648,471.2578047,327.0259615,145.6041444,272.4671383,488.7111042,77.93257845,480.8051234,237.4775341,76.01452578,208.0656123,396.6756695,479.5179516,18.53174519,424.7658888,339.9749376,378.4195408,197.2760949,328.511207,353.9021849,16.57270691,24.25874004,48.4797937,348.5528138,158.8212322,17.57259507,220.3935556,383.2244533,398.5358934,244.6477004,222.5379978
0.581,420.1910036,465.4992412,471.2823448,327.0432179,145.6137901,272.4645,488.720934,77.93074123,480.8082304,237.468029,76.02315663,208.0605617,396.6751112,479.5171219,18.53266041,424.7654859,339.9748945,378.4185417,197.2765702,328.5120869,353.9020165,16.57369264,24.25918537,48.47889834,348.5537653,158.8209245,17.57185944,220.394233,383.2248396,398.5368157,244.6470941,222.5372026
0.582,420.2119504,465.5207175,471.3068849,327.0604743,145.6234358,272.4618616,488.7307638,77.92890402,480.8113373,237.4585239,76.03178748,208.0555111,396.674553,479.5162922,18.53357564,424.7650829,339.9748514,378.4175427,197.2770454,328.5129667,353.9018482,16.57467836,24.25963071,48.47800297,348.5547168,158.8206168,17.5711238,220.3949104,383.225226,398.5377381,244.6464877,222.5364074
0.583,420.2328971,465.5421939,471.3314251,327.0777307,145.6330815,272.4592233,488.7405936,77.9270668,480.8144442,237.4490188,76.04041834,208.0504605,396.6739948,479.5154625,18.53449086,424.76468,339.9748082,378.4165436,197.2775206,328.5138466,353.9016798,16.57566409,24.26007604,48.47710761,348.5556682,158.8203092,17.57038816,220.3955878,383.2256123,398.5386605,244.6458813,222.5356123
0.584,420.2538439,465.5636703,471.3559652,327.0949871,145.6427272,272.456585,488.7504233,77.92522959,480.8175511,237.4395137,76.04904919,208.04541,396.6734366,479.5146328,18.53540609,424.764277,339.9747651,378.4155445,197.2779958,328.5147265,353.9015115,16.57664981,24.26052138,48.47621225,348.5566197,158.8200015,17.56965253,220.3962651,383.2259986,398.5395828,244.645275,222.5348171
0.585,420.2747906,465.5851466,471.3805053,327.1122435,145.6523729,272.4539467,488.7602531,77.92339237,480.8206581,237.4300086,76.05768004,208.0403594,396.6728783,479.5138031,18.53632131,424.7638741,339.974722,378.4145455,197.278471,328.5156064,353.9013431,16.57763554,24.26096672,48.47531688,348.5575712,158.8196938,17.56891689,220.3969425,383.2263849,398.5405052,244.6446686,222.5340219
0.586,420.2957373,465.606623,471.4050454,327.1294999,145.6620186,272.4513084,488.7700829,77.92155516,480.823765,237.4205035,76.0663109,208.0353088,396.6723201,479.5129734,18.53723653,424.7634711,339.9746788,378.4135464,197.2789462,328.5164862,353.9011748,16.57862127,24.26141205,48.47442152,348.5585227,158.8193861,17.56818125,220.3976199,383.2267713,398.5414276,244.6440622,222.5332267
0.587,420.3166841,465.6280993,471.4295855,327.1467562,145.6716643,272.4486701,488.7799127,77.91971795,480.8268719,237.4109984,76.07494175,208.0302582,396.6717619,479.5121437,18.53815176,424.7630682,339.9746357,378.4125473,197.2794214,328.5173661,353.9010064,16.57960699,24.26185739,48.47352616,348.5594742,158.8190784,17.56744562,220.3982973,383.2271576,398.5423499,244.6434559,222.5324315
0.588,420.3376308,465.6495757,471.4541256,327.1640126,145.6813099,272.4460317,488.7897425,77.91788073,480.8299788,237.4014933,76.0835726,208.0252076,396.6712036,479.5113141,18.53906698,424.7626652,339.9745926,378.4115483,197.2798966,328.518246,353.900838,16.58059272,24.26230272,48.47263079,348.5604257,158.8187707,17.56670998,220.3989746,383.2275439,398.5432723,244.6428495,222.5316363
0.589,420.3585776,465.6710521,471.4786657,327.181269,145.6909556,272.4433934,488.7995723,77.91604352,480.8330858,237.3919882,76.09220346,208.0201571,396.6706454,479.5104844,18.53998221,424.7622623,339.9745494,378.4105492,197.2803718,328.5191259,353.9006697,16.58157845,24.26274806,48.47173543,348.5613772,158.818463,17.56597434,220.399652,383.2279302,398.5441946,244.6422431,222.5308412
0.59,420.3795243,465.6925284,471.5032058,327.1985254,145.7006013,272.4407551,488.809402,77.9142063,480.8361927,237.3824831,76.10083431,208.0151065,396.6700872,479.5096547,18.54089743,424.7618593,339.9745063,378.4095501,197.280847,328.5200057,353.9005013,16.58256417,24.26319339,48.47084006,348.5623287,158.8181553,17.56523871,220.4003294,383.2283166,398.545117,244.6416368,222.530046
0.591,420.4004711,465.7140048,471.5277459,327.2157818,145.710247,272.4381168,488.8192318,77.91236909,480.8392996,237.372978,76.10946516,208.0100559,396.669529,479.508825,18.54181265,424.7614564,339.9744631,378.408551,197.2813222,328.5208856,353.900333,16.5835499,24.26363873,48.4699447,348.5632801,158.8178476,17.56450307,220.4010068,383.2287029,398.5460394,244.6410304,222.5292508
0.592,420.4214178,465.7354811,471.5522861,327.2330382,145.7198927,272.4354785,488.8290616,77.91053187,480.8424065,237.3634729,76.11809602,208.0050053,396.6689707,479.5079953,18.54272788,424.7610535,339.97442,378.407552,197.2817974,328.5217655,353.9001646,16.58453562,24.26408406,48.46904934,348.5642316,158.8175399,17.56376743,220.4016841,383.2290892,398.5469617,244.640424,222.5284556
0.593,420.4423645,465.7569575,471.5768262,327.2502946,145.7295384,272.4328402,488.8388914,77.90869466,480.8455135,237.3539678,76.12672687,207.9999547,396.6684125,479.5071656,18.5436431,424.7606505,339.9743769,378.4065529,197.2822726,328.5226454,353.8999963,16.58552135,24.2645294,48.46815397,348.5651831,158.8172323,17.5630318,220.4023615,383.2294755,398.5478841,244.6398177,222.5276604
0.594,420.4633113,465.7784339,471.6013663,327.267551,145.7391841,272.4302018,488.8487212,77.90685744,480.8486204,237.3444627,76.13535772,207.9949042,396.6678543,479.5063359,18.54455833,424.7602476,339.9743337,378.4055538,197.2827478,328.5235252,353.8998279,16.58650708,24.26497474,48.46725861,348.5661346,158.8169246,17.56229616,220.4030389,383.2298618,398.5488065,244.6392113,222.5268652
0.595,420.484258,465.7999102,471.6259064,327.2848073,145.7488298,272.4275635,488.858551,77.90502023,480.8517273,237.3349575,76.14398858,207.9898536,396.667296,479.5055062,18.54547355,424.7598446,339.9742906,378.4045548,197.283223,328.5244051,353.8996595,16.5874928,24.26542007,48.46636325,348.5670861,158.8166169,17.56156052,220.4037163,383.2302482,398.5497288,244.6386049,222.5260701
0.596,420.5052048,465.8213866,471.6504465,327.3020637,145.7584754,272.4249252,488.8683807,77.90318302,480.8548342,237.3254524,76.15261943,207.984803,396.6667378,479.5046766,18.54638877,424.7594417,339.9742475,378.4035557,197.2836982,328.525285,353.8994912,16.58847853,24.26586541,48.46546788,348.5680376,158.8163092,17.56082489,220.4043936,383.2306345,398.5506512,244.6379986,222.5252749
0.597,420.5261515,465.8428629,471.6749866,327.3193201,145.7681211,272.4222869,488.8782105,77.9013458,480.8579412,237.3159473,76.16125028,207.9797524,396.6661796,479.5038469,18.547304,424.7590387,339.9742043,378.4025566,197.2841735,328.5261648,353.8993228,16.58946425,24.26631074,48.46457252,348.5689891,158.8160015,17.56008925,220.405071,383.2310208,398.5515736,244.6373922,222.5244797
0.598,420.5470982,465.8643393,471.6995267,327.3365765,145.7777668,272.4196486,488.8880403,77.89950859,480.8610481,237.3064422,76.16988114,207.9747018,396.6656214,479.5030172,18.54821922,424.7586358,339.9741612,378.4015576,197.2846487,328.5270447,353.8991545,16.59044998,24.26675608,48.46367715,348.5699405,158.8156938,17.55935361,220.4057484,383.2314071,398.5524959,244.6367858,222.5236845
0.599,420.568045,465.8858157,471.7240668,327.3538329,145.7874125,272.4170103,488.8978701,77.89767137,480.864155,237.2969371,76.17851199,207.9696512,396.6650631,479.5021875,18.54913445,424.7582328,339.974118,378.4005585,197.2851239,328.5279246,353.8989861,16.59143571,24.26720141,48.46278179,348.570892,158.8153861,17.55861797,220.4064258,383.2317935,398.5534183,244.6361795,222.5228893
0.6,420.5889917,465.907292,471.748607,327.3710893,145.7970582,272.4143719,488.9076999,77.89583416,480.8672619,237.287432,76.18714284,207.9646007,396.6645049,479.5013578,18.55004967,424.7578299,339.9740749,378.3995594,197.2855991,328.5288045,353.8988178,16.59242143,24.26764675,48.46188643,348.5718435,158.8150784,17.55788234,220.4071031,383.2321798,398.5543406,244.6355731,222.5220941
0.601,420.6099385,465.9287684,471.7731471,327.3883457,145.8067039,272.4117336,488.9175297,77.89399694,480.8703689,237.2779269,76.1957737,207.9595501,396.6639467,479.5005281,18.5509649,424.757427,339.9740318,378.3985604,197.2860743,328.5296843,353.8986494,16.59340716,24.26809209,48.46099106,348.572795,158.8147707,17.5571467,220.4077805,383.2325661,398.555263,244.6349667,222.5212989
0.602,420.6308852,465.9502447,471.7976872,327.4056021,145.8163496,272.4090953,488.9273594,77.89215973,480.8734758,237.2684218,76.20440455,207.9544995,396.6633884,479.4996984,18.55188012,424.757024,339.9739886,378.3975613,197.2865495,328.5305642,353.898481,16.59439289,24.26853742,48.4600957,348.5737465,158.814463,17.55641106,220.4084579,383.2329524,398.5561854,244.6343603,222.5205038
0.603,420.651832,465.9717211,471.8222273,327.4228585,145.8259953,272.406457,488.9371892,77.89032252,480.8765827,237.2589167,76.2130354,207.9494489,396.6628302,479.4988687,18.55279534,424.7566211,339.9739455,378.3965622,197.2870247,328.5314441,353.8983127,16.59537861,24.26898276,48.45920034,348.574698,158.8141554,17.55567543,220.4091353,383.2333387,398.5571077,244.633754,222.5197086
0.604,420.6727787,465.9931975,471.8467674,327.4401148,145.8356409,272.4038187,488.947019,77.8884853,480.8796896,237.2494116,76.22166626,207.9443983,396.662272,479.4980391,18.55371057,424.7562181,339.9739024,378.3955631,197.2874999,328.532324,353.8981443,16.59636434,24.26942809,48.45830497,348.5756495,158.8138477,17.55493979,220.4098127,383.2337251,398.5580301,244.6331476,222.5189134
0.605,420.6937254,466.0146738,471.8713075,327.4573712,145.8452866,272.4011804,488.9568488,77.88664809,480.8827966,237.2399065,76.23029711,207.9393478,396.6617138,479.4972094,18.55462579,424.7558152,339.9738592,378.3945641,197.2879751,328.5332038,353.897976,16.59735006,24.26987343,48.45740961,348.576601,158.81354,17.55420415,220.41049,383.2341114,398.5589525,244.6325412,222.5181182
0.606,420.7146722,466.0361502,471.8958476,327.4746276,145.8549323,272.398542,488.9666786,77.88481087,480.8859035,237.2304014,76.23892796,207.9342972,396.6611555,479.4963797,18.55554102,424.7554122,339.9738161,378.393565,197.2884503,328.5340837,353.8978076,16.59833579,24.27031876,48.45651425,348.5775524,158.8132323,17.55346852,220.4111674,383.2344977,398.5598748,244.6319349,222.517323
0.607,420.7356189,466.0576265,471.9203877,327.491884,145.864578,272.3959037,488.9765084,77.88297366,480.8890104,237.2208963,76.24755882,207.9292466,396.6605973,479.49555,18.55645624,424.7550093,339.973773,378.3925659,197.2889255,328.5349636,353.8976393,16.59932152,24.2707641,48.45561888,348.5785039,158.8129246,17.55273288,220.4118448,383.234884,398.5607972,244.6313285,222.5165278
0.608,420.7565657,466.0791029,471.9449278,327.5091404,145.8742237,272.3932654,488.9863381,77.88113644,480.8921173,237.2113912,76.25618967,207.924196,396.6600391,479.4947203,18.55737146,424.7546063,339.9737298,378.3915669,197.2894007,328.5358435,353.8974709,16.60030724,24.27120944,48.45472352,348.5794554,158.8126169,17.55199724,220.4125222,383.2352704,398.5617196,244.6307221,222.5157327
0.609,420.7775124,466.1005793,471.969468,327.5263968,145.8838694,272.3906271,488.9961679,77.87929923,480.8952243,237.2018861,76.26482052,207.9191454,396.6594809,479.4938906,18.55828669,424.7542034,339.9736867,378.3905678,197.2898759,328.5367233,353.8973026,16.60129297,24.27165477,48.45382815,348.5804069,158.8123092,17.55126161,220.4131995,383.2356567,398.5626419,244.6301158,222.5149375
0.61,420.7984591,466.1220556,471.9940081,327.5436532,145.8935151,272.3879888,489.0059977,77.87746201,480.8983312,237.192381,76.27345138,207.9140949,396.6589226,479.4930609,18.55920191,424.7538004,339.9736435,378.3895687,197.2903511,328.5376032,353.8971342,16.60227869,24.27210011,48.45293279,348.5813584,158.8120015,17.55052597,220.4138769,383.236043,398.5635643,244.6295094,222.5141423
0.611,420.8194059,466.143532,472.0185482,327.5609096,145.9031608,272.3853505,489.0158275,77.8756248,480.9014381,237.1828759,76.28208223,207.9090443,396.6583644,479.4922312,18.56011714,424.7533975,339.9736004,378.3885697,197.2908263,328.5384831,353.8969658,16.60326442,24.27254544,48.45203743,348.5823099,158.8116938,17.54979033,220.4145543,383.2364293,398.5644866,244.628903,222.5133471
0.612,420.8403526,466.1650083,472.0430883,327.5781659,145.9128064,272.3827121,489.0256573,77.87378759,480.904545,237.1733708,76.29071308,207.9039937,396.6578062,479.4914016,18.56103236,424.7529946,339.9735573,378.3875706,197.2913015,328.539363,353.8967975,16.60425015,24.27299078,48.45114206,348.5832614,158.8113861,17.5490547,220.4152317,383.2368156,398.565409,244.6282967,222.5125519
0.613,420.8612994,466.1864847,472.0676284,327.5954223,145.9224521,272.3800738,489.0354871,77.87195037,480.907652,237.1638657,76.29934394,207.8989431,396.6572479,479.4905719,18.56194758,424.7525916,339.9735141,378.3865715,197.2917768,328.5402428,353.8966291,16.60523587,24.27343611,48.4502467,348.5842128,158.8110785,17.54831906,220.415909,383.237202,398.5663314,244.6276903,222.5117567
0.614,420.8822461,466.207961,472.0921685,327.6126787,145.9320978,272.3774355,489.0453168,77.87011316,480.9107589,237.1543606,76.30797479,207.8938925,396.6566897,479.4897422,18.56286281,424.7521887,339.973471,378.3855725,197.292252,328.5411227,353.8964608,16.6062216,24.27388145,48.44935134,348.5851643,158.8107708,17.54758342,220.4165864,383.2375883,398.5672537,244.6270839,222.5109615
0.615,420.9031929,466.2294374,472.1167086,327.6299351,145.9417435,272.3747972,489.0551466,77.86827594,480.9138658,237.1448555,76.31660564,207.8888419,396.6561315,479.4889125,18.56377803,424.7517857,339.9734279,378.3845734,197.2927272,328.5420026,353.8962924,16.60720733,24.27432679,48.44845597,348.5861158,158.8104631,17.54684779,220.4172638,383.2379746,398.5681761,244.6264776,222.5101664
0.616,420.9241396,466.2509138,472.1412487,327.6471915,145.9513892,272.3721589,489.0649764,77.86643873,480.9169727,237.1353503,76.3252365,207.8837914,396.6555733,479.4880828,18.56469326,424.7513828,339.9733847,378.3835743,197.2932024,328.5428825,353.8961241,16.60819305,24.27477212,48.44756061,348.5870673,158.8101554,17.54611215,220.4179412,383.2383609,398.5690985,244.6258712,222.5093712
0.617,420.9450863,466.2723901,472.1657888,327.6644479,145.9610349,272.3695206,489.0748062,77.86460151,480.9200797,237.1258452,76.33386735,207.8787408,396.655015,479.4872531,18.56560848,424.7509798,339.9733416,378.3825752,197.2936776,328.5437623,353.8959557,16.60917878,24.27521746,48.44666524,348.5880188,158.8098477,17.54537651,220.4186185,383.2387473,398.5700208,244.6252648,222.508576
0.618,420.9660331,466.2938665,472.190329,327.6817043,145.9706806,272.3668822,489.084636,77.8627643,480.9231866,237.1163401,76.3424982,207.8736902,396.6544568,479.4864234,18.5665237,424.7505769,339.9732985,378.3815762,197.2941528,328.5446422,353.8957873,16.6101645,24.27566279,48.44576988,348.5889703,158.80954,17.54464088,220.4192959,383.2391336,398.5709432,244.6246585,222.5077808
0.619,420.9869798,466.3153428,472.2148691,327.6989607,145.9803263,272.3642439,489.0944658,77.86092709,480.9262935,237.106835,76.35112906,207.8686396,396.6538986,479.4855937,18.56743893,424.7501739,339.9732553,378.3805771,197.294628,328.5455221,353.895619,16.61115023,24.27610813,48.44487452,348.5899218,158.8092323,17.54390524,220.4199733,383.2395199,398.5718656,244.6240521,222.5069856
0.62,421.0079266,466.3368192,472.2394092,327.7162171,145.9899719,272.3616056,489.1042955,77.85908987,480.9294004,237.0973299,76.35975991,207.863589,396.6533403,479.4847641,18.56835415,424.749771,339.9732122,378.379578,197.2951032,328.546402,353.8954506,16.61213596,24.27655346,48.44397915,348.5908733,158.8089246,17.5431696,220.4206507,383.2399062,398.5727879,244.6234457,222.5061904
0.621,421.0288733,466.3582956,472.2639493,327.7334734,145.9996176,272.3589673,489.1141253,77.85725266,480.9325074,237.0878248,76.36839076,207.8585385,396.6527821,479.4839344,18.56926938,424.749368,339.973169,378.378579,197.2955784,328.5472818,353.8952823,16.61312168,24.2769988,48.44308379,348.5918247,158.8086169,17.54243397,220.4213281,383.2402925,398.5737103,244.6228394,222.5053953
0.622,421.04982,466.3797719,472.2884894,327.7507298,146.0092633,272.356329,489.1239551,77.85541544,480.9356143,237.0783197,76.37702162,207.8534879,396.6522239,479.4831047,18.5701846,424.7489651,339.9731259,378.3775799,197.2960536,328.5481617,353.8951139,16.61410741,24.27744414,48.44218843,348.5927762,158.8083093,17.54169833,220.4220054,383.2406789,398.5746326,244.622233,222.5046001
0.623,421.0707668,466.4012483,472.3130295,327.7679862,146.018909,272.3536907,489.1337849,77.85357823,480.9387212,237.0688146,76.38565247,207.8484373,396.6516657,479.482275,18.57109982,424.7485622,339.9730828,378.3765808,197.2965288,328.5490416,353.8949456,16.61509314,24.27788947,48.44129306,348.5937277,158.8080016,17.54096269,220.4226828,383.2410652,398.575555,244.6216266,222.5038049
0.624,421.0917135,466.4227246,472.3375696,327.7852426,146.0285547,272.3510524,489.1436147,77.85174101,480.9418281,237.0593095,76.39428332,207.8433867,396.6511074,479.4814453,18.57201505,424.7481592,339.9730396,378.3755818,197.297004,328.5499215,353.8947772,16.61607886,24.27833481,48.4403977,348.5946792,158.8076939,17.54022706,220.4233602,383.2414515,398.5764774,244.6210203,222.5030097
0.625,421.1126603,466.444201,472.3621097,327.802499,146.0382004,272.348414,489.1534445,77.8499038,480.9449351,237.0498044,76.40291418,207.8383361,396.6505492,479.4806156,18.57293027,424.7477563,339.9729965,378.3745827,197.2974792,328.5508013,353.8946088,16.61706459,24.27878014,48.43950234,348.5956307,158.8073862,17.53949142,220.4240376,383.2418378,398.5773997,244.6204139,222.5022145
0.626,421.133607,466.4656774,472.3866498,327.8197554,146.0478461,272.3457757,489.1632742,77.84806658,480.948042,237.0402993,76.41154503,207.8332856,396.649991,479.4797859,18.5738455,424.7473533,339.9729534,378.3735836,197.2979544,328.5516812,353.8944405,16.61805031,24.27922548,48.43860697,348.5965822,158.8070785,17.53875578,220.4247149,383.2422242,398.5783221,244.6198075,222.5014193
0.627,421.1545538,466.4871537,472.41119,327.8370118,146.0574918,272.3431374,489.173104,77.84622937,480.9511489,237.0307942,76.42017588,207.828235,396.6494327,479.4789562,18.57476072,424.7469504,339.9729102,378.3725846,197.2984296,328.5525611,353.8942721,16.61903604,24.27967081,48.43771161,348.5975337,158.8067708,17.53802015,220.4253923,383.2426105,398.5792445,244.6192012,222.5006241
0.628,421.1755005,466.5086301,472.4357301,327.8542682,146.0671374,272.3404991,489.1829338,77.84439216,480.9542558,237.0212891,76.42880674,207.8231844,396.6488745,479.4781266,18.57567595,424.7465474,339.9728671,378.3715855,197.2989049,328.553441,353.8941038,16.62002177,24.28011615,48.43681624,348.5984851,158.8064631,17.53728451,220.4260697,383.2429968,398.5801668,244.6185948,222.499829
0.629,421.1964472,466.5301064,472.4602702,327.8715245,146.0767831,272.3378608,489.1927636,77.84255494,480.9573628,237.011784,76.43743759,207.8181338,396.6483163,479.4772969,18.57659117,424.7461445,339.972824,378.3705864,197.2993801,328.5543208,353.8939354,16.62100749,24.28056149,48.43592088,348.5994366,158.8061554,17.53654887,220.4267471,383.2433831,398.5810892,244.6179884,222.4990338
0.63,421.217394,466.5515828,472.4848103,327.8887809,146.0864288,272.3352225,489.2025934,77.84071773,480.9604697,237.0022789,76.44606844,207.8130832,396.6477581,479.4764672,18.57750639,424.7457415,339.9727808,378.3695873,197.2998553,328.5552007,353.8937671,16.62199322,24.28100682,48.43502552,348.6003881,158.8058477,17.53581324,220.4274244,383.2437694,398.5820116,244.6173821,222.4982386
0.631,421.2383407,466.5730592,472.5093504,327.9060373,146.0960745,272.3325841,489.2124232,77.83888051,480.9635766,236.9927738,76.4546993,207.8080326,396.6471998,479.4756375,18.57842162,424.7453386,339.9727377,378.3685883,197.3003305,328.5560806,353.8935987,16.62297894,24.28145216,48.43413015,348.6013396,158.80554,17.5350776,220.4281018,383.2441558,398.5829339,244.6167757,222.4974434
0.632,421.2592875,466.5945355,472.5338905,327.9232937,146.1057202,272.3299458,489.2222529,77.8370433,480.9666835,236.9832687,76.46333015,207.8029821,396.6466416,479.4748078,18.57933684,424.7449356,339.9726945,378.3675892,197.3008057,328.5569605,353.8934304,16.62396467,24.28189749,48.43323479,348.6022911,158.8052324,17.53434196,220.4287792,383.2445421,398.5838563,244.6161693,222.4966482
0.633,421.2802342,466.6160119,472.5584306,327.9405501,146.1153659,272.3273075,489.2320827,77.83520608,480.9697905,236.9737636,76.471961,207.7979315,396.6460834,479.4739781,18.58025207,424.7445327,339.9726514,378.3665901,197.3012809,328.5578403,353.893262,16.6249504,24.28234283,48.43233943,348.6032426,158.8049247,17.53360633,220.4294566,383.2449284,398.5847787,244.615563,222.495853
0.634,421.3011809,466.6374882,472.5829707,327.9578065,146.1250116,272.3246692,489.2419125,77.83336887,480.9728974,236.9642585,76.48059186,207.7928809,396.6455251,479.4731484,18.58116729,424.7441298,339.9726083,378.3655911,197.3017561,328.5587202,353.8930936,16.62593612,24.28278816,48.43144406,348.6041941,158.804617,17.53287069,220.4301339,383.2453147,398.585701,244.6149566,222.4950579
0.635,421.3221277,466.6589646,472.6075108,327.9750629,146.1346573,272.3220309,489.2517423,77.83153166,480.9760043,236.9547534,76.48922271,207.7878303,396.6449669,479.4723187,18.58208251,424.7437268,339.9725651,378.364592,197.3022313,328.5596001,353.8929253,16.62692185,24.2832335,48.4305487,348.6051456,158.8043093,17.53213505,220.4308113,383.2457011,398.5866234,244.6143502,222.4942627
0.636,421.3430744,466.680441,472.632051,327.9923193,146.1443029,272.3193926,489.2615721,77.82969444,480.9791112,236.9452483,76.49785356,207.7827797,396.6444087,479.4714891,18.58299774,424.7433239,339.972522,378.3635929,197.3027065,328.5604799,353.8927569,16.62790758,24.28367884,48.42965333,348.606097,158.8040016,17.53139942,220.4314887,383.2460874,398.5875457,244.6137439,222.4934675
0.637,421.3640212,466.7019173,472.6565911,328.0095757,146.1539486,272.3167542,489.2714019,77.82785723,480.9822182,236.9357431,76.50648442,207.7777292,396.6438505,479.4706594,18.58391296,424.7429209,339.9724789,378.3625939,197.3031817,328.5613598,353.8925886,16.6288933,24.28412417,48.42875797,348.6070485,158.8036939,17.53066378,220.4321661,383.2464737,398.5884681,244.6131375,222.4926723
0.638,421.3849679,466.7233937,472.6811312,328.026832,146.1635943,272.3141159,489.2812316,77.82602001,480.9853251,236.926238,76.51511527,207.7726786,396.6432922,479.4698297,18.58482819,424.742518,339.9724357,378.3615948,197.3036569,328.5622397,353.8924202,16.62987903,24.28456951,48.42786261,348.608,158.8033862,17.52992814,220.4328434,383.24686,398.5893905,244.6125311,222.4918771
