Time,U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,m27,m28,m29,m30,m31,m32,m33,m34,m35,m36,m37,m38,m39,m40
0.605,65.9165586,68.24250637,59.73095784,70.5731943,77.69996937,65.93104271,69.39533826,48.47608952,56.07244014,71.15558821,78.78943404,36.77250379,72.73828765,57.00177571,80.36197208,68.61761027,63.6334306,67.67264899,55.12529411,55.01156482,50.81384168,60.27509325,52.72509024,54.89844019,39.35096133,74.47084985,71.48407543,67.98193485,62.50428918,54.60349318,40.22068466,70.59781943,43.69958605,54.89890274,64.96172808,72.48863187,63.65032595,54.70815813,49.17198489,76.1787155,53.89890198,56.55110137,30.44111389,81.37279422,62.49515984,51.31957574,71.72932387,62.50028143,65.09078122,46.85288649,62.55397452,61.30679503,55.91737009,54.78934072,65.67040355,61.99528137,61.47399915,51.36080557,54.64177862,60.51070712,69.32414639,48.22423385,52.06451766,51.16003884,51.08002797,65.26813434,65.71946931,57.83878954,55.73888998,59.13441144
0.606,61.83478763,69.57690872,46.89863254,77.3248772,52.7677601,42.46491929,64.43165022,39.571576,62.96569594,66.3464084,69.1629258,32.17046088,46.73895254,45.24967431,52.14899155,54.79405459,72.8962505,57.75559044,57.20358909,49.42933276,82.99617806,61.26105476,66.86900694,39.14498581,64.83202581,48.86280516,57.03920889,51.51846619,74.20787238,68.8050333,45.32458455,67.46186801,52.29902189,56.17308044,53.04048637,57.04086203,66.18623704,31.60514919,68.82463632,70.52135018,51.23705603,58.18638141,38.24247825,73.44015607,64.40169918,54.22336275,53.4646922,66.32804288,56.69574865,52.06249384,60.24797019,75.14826438,54.28203886,44.88098162,53.87107271,49.70326009,64.746474,59.29087039,36.47757776,69.23993938,56.14074615,56.60707442,61.56120195,50.76352255,71.97251076,64.54345195,71.83507029,58.80734888,64.59376994,62.71125523
0.607,65.58688362,79.51838988,54.90056396,54.82576308,76.09634372,51.53577357,54.99830646,42.06039624,63.56750048,59.37221431,61.53347549,57.42383834,84.39782007,40.92350076,55.74853403,69.12896674,70.0355803,62.7299588,37.59768525,57.37566455,71.75098496,78.15322833,65.18207665,58.78239332,58.00314771,65.85006768,66.8391607,49.13039529,68.57240286,60.06464054,48.33638696,62.47837886,71.27177925,65.46624581,60.96367996,56.04429194,69.90721801,46.2392822,36.29742425,65.78470165,53.79791838,65.68760907,57.71612678,56.26507803,56.34099254,45.82097288,63.06491266,63.04256912,58.38804831,37.40830878,76.21763842,62.52127926,70.22345392,70.30359242,58.43555828,63.43640504,60.48670462,62.80698666,38.46567197,54.80303713,51.36503997,50.51955318,54.71369544,63.46845442,63.64283123,40.92717433,78.30426729,67.76028049,47.11705469,51.16363577
0.608,61.39231788,73.88480205,70.54107451,62.30639447,66.93543657,55.66143383,60.04884288,40.44013104,70.7296432,51.0822406,61.72087362,48.21415864,67.21144121,43.94452221,63.30384661,57.52658873,66.29917305,69.41861797,50.49366731,54.21769989,40.17053429,69.58064818,70.3910049,56.81812392,51.54734682,43.82436593,60.29424687,70.48914705,65.43641779,74.46291541,54.6197233,71.04559344,65.10871789,59.65967535,57.13296675,39.97285909,60.7019859,63.25675485,51.01860638,69.72677579,36.98393321,64.48278006,45.94375077,65.28812246,62.83981443,41.14501117,68.68503167,68.34202986,67.84427029,58.5696534,67.76778424,66.03660133,53.70754147,50.81132198,64.26114737,51.39695114,68.76389957,71.55566146,50.06418599,61.08666945,62.24044203,51.81401491,46.90062932,40.4747273,48.74869072,59.7595413,66.5776409,51.39192763,53.32170579,72.55824894
0.609,66.10807955,63.7959428,57.08865309,54.11705018,78.65302303,48.92245563,71.98073949,57.55726358,87.8574793,58.06099315,68.09097372,34.10451711,61.15933319,38.39075834,59.34567748,53.37243311,52.42822387,68.97098453,35.66336166,59.10819646,59.30154783,61.75042998,63.05700125,72.59760923,77.5845134,61.41813362,57.48940989,78.8271527,78.97887083,64.53717688,44.87118129,78.10092481,75.09055813,71.51384468,69.71689247,52.30986434,52.50191103,48.04218754,60.07137291,69.81756897,45.04953829,65.96255772,44.64407684,70.87859492,52.36168812,59.34479059,69.49556511,57.26072268,55.41562813,36.93964644,54.09406196,60.05503779,65.23171674,37.1602054,63.33343595,48.20164193,57.31556082,63.61415706,40.07932114,65.30746725,64.79153171,69.42629251,42.35777825,35.84141018,66.66885094,49.4332912,72.38788326,67.08426531,76.32208275,71.90779249
0.61,63.31724923,55.17198716,50.43855715,76.23898691,67.93677705,52.08773765,62.1290144,32.7695539,60.82374001,68.9865175,64.48498128,34.8413832,68.30792675,28.33031494,59.01119679,59.17784097,58.18889582,55.09997996,50.94363092,63.69887415,50.37734183,83.29867216,63.66564606,45.2079064,65.04563191,49.04717727,67.97308941,66.2368064,74.53836502,69.3119353,47.37467418,71.14939999,76.44118002,60.70050665,55.36202808,75.40239027,54.04017404,43.2709756,52.37584896,74.79932744,52.74549895,62.08035925,41.85633147,55.01973386,58.3189164,52.26092376,57.19702177,54.33607367,71.7088693,52.35810704,75.89934442,71.74010412,52.48390113,45.66186293,71.12068086,55.04889626,70.56242112,53.26373128,43.98471826,67.47807994,59.46042159,46.27727772,66.0646865,43.24314315,73.89888196,59.4124079,65.15135646,49.95796322,57.37732846,73.49149511
0.611,65.55269199,70.16513618,49.31008955,60.70939784,61.4668349,57.01236797,65.56548559,42.19856845,70.63362694,51.55228862,60.56753883,47.57740392,69.01350362,41.07869377,73.18775663,61.46508816,66.23127616,50.99820238,46.30044083,63.54392631,48.79536862,44.74456391,69.90783555,61.25998688,75.64718656,53.51167621,61.27499273,62.45905292,73.06198511,63.17311992,52.24717065,62.06354901,65.26206355,56.85594279,53.43671689,65.3509863,70.53009644,52.21846756,51.72730696,59.60295405,49.23299414,67.66532763,47.37448624,68.282629,40.31079301,45.46278875,75.58501947,51.77304448,62.8183858,52.05323804,54.13391072,57.31817674,59.04245573,32.86422752,57.1403508,45.63104731,65.4445632,68.07312823,41.54040805,55.16760975,56.60768283,49.60909566,58.00726382,48.00144261,55.91972884,54.00435059,61.47252724,70.38770925,56.08124335,60.63871389
0.612,62.08322709,79.89233622,64.92599774,51.1993111,77.65049654,65.13209142,62.9368025,47.06094428,69.55509512,71.01276858,80.66401276,36.75526052,47.95993991,44.04296099,45.12617313,48.01334583,83.53013245,61.93941359,58.62640237,59.73700271,81.9173965,73.20422645,63.58700187,40.20128887,67.46390474,65.53957462,55.84619054,75.0645576,62.34184435,73.70388368,37.86358489,57.57625545,77.20968762,58.03098574,66.53780555,59.25918359,61.16699758,44.54494568,69.59376845,69.2995871,44.2393265,59.76880384,50.76575861,72.48842757,48.18995388,58.12733486,60.1980837,76.67985287,67.59408001,49.11016987,59.18305257,59.21768549,57.8158903,50.36267954,48.05511816,57.03056458,66.5554918,60.25385552,41.91951822,67.04758815,70.20018779,47.05140879,50.91135436,42.33900497,52.61459934,50.9948625,69.0447497,66.22994959,61.79654939,63.78117781
0.613,66.43398249,76.58442043,36.7140172,70.9827997,63.33587777,45.15088787,64.02467299,37.63045398,74.84648711,53.69782485,60.31490786,38.35472704,47.83164839,41.44240256,69.87237236,61.93085689,58.65137328,69.09815098,42.89314556,48.65869817,59.06770429,64.62248493,59.59424749,57.95563435,75.44061076,54.21685512,58.24501673,65.03070339,75.04015425,59.75780676,47.47997586,70.55992214,57.83641451,65.13988339,50.89786782,62.60697673,56.09726753,54.86189642,63.59785406,81.30292591,46.28617389,58.94797654,56.07621446,64.20448824,50.31282751,43.14447504,74.19802097,67.54567319,62.06737231,55.25510976,52.00657657,81.01197048,56.73169176,42.38935294,62.8308241,46.51502329,61.16450079,42.40432715,21.16870173,59.94611836,70.29245929,60.95617996,58.13964433,63.94195001,52.30159132,62.43186087,60.27441286,56.44320972,52.04587017,67.44833726
0.614,61.15818525,59.57039302,41.20914632,69.29802262,80.03470742,65.84428849,65.28590202,34.22025139,59.22486857,60.64351832,59.89952722,53.3843321,70.29916168,39.75620947,84.62346964,72.17951529,62.0199151,56.21148408,60.16307837,53.14443773,78.64393173,71.53471156,58.44136658,44.83029441,71.83346369,60.64255208,60.19006082,67.10590368,62.10942283,62.59768979,40.54431493,63.91530683,73.93821837,57.98465384,59.84616666,61.91749515,61.76724582,41.7718398,46.67093072,60.37094719,40.08440551,56.52045702,52.4786154,66.19993632,56.15337588,50.87624556,44.22251438,64.71013112,59.52849805,48.90597814,72.19035211,61.37704776,55.4782522,32.40365004,53.56182001,58.78190174,62.67704323,58.8659637,34.74270411,65.0700783,67.11418082,51.26764478,47.47116239,35.47355628,53.46058943,45.36263765,57.8286291,66.21574782,58.60260885,78.71077065
0.615,62.58646306,64.26412855,75.29227944,68.21971313,83.80080576,60.85701152,57.18282666,55.37826407,56.07933847,56.98429898,60.96086343,26.34998618,79.21055562,43.58507071,56.6002526,61.04405399,55.82784819,81.02775921,49.12329675,71.59002233,67.5069814,55.30873525,67.31211398,67.51660067,82.6828929,70.59861777,64.03469069,55.46781489,60.94750505,51.32622635,52.49783539,83.47731792,63.72718851,65.52943781,75.37330915,72.61539616,57.66776462,53.89701323,71.38744537,72.32178595,45.76986708,67.55271905,29.99135306,63.67466023,54.2974994,46.05845714,54.05531476,55.06765271,56.57035041,53.73901316,66.10282199,77.42017293,60.80280205,47.43618343,52.68790793,43.19333267,64.57008361,43.88468861,56.25355966,67.0134742,72.39773629,44.98314312,48.04951516,50.61847841,49.13256947,61.93807812,72.49477545,44.88916883,54.86682909,71.10602625
0.616,70.98487679,70.0964228,44.1572287,66.98838328,69.02066608,68.10184768,63.16983304,58.11803403,59.90293593,56.11813281,58.05757933,53.94080532,73.99343709,47.0583017,66.40483527,52.93906232,58.74396663,51.07471082,44.90120492,55.27003296,49.43029198,49.6381836,51.16931883,58.98491778,61.09924627,61.97089114,48.09261091,54.74729046,63.49537051,72.71629781,49.59104824,83.76914434,64.57594058,49.9812933,52.99791904,65.71147572,67.31020746,51.22167596,53.95821766,52.16151162,40.31319858,59.67959009,32.89608427,73.00575447,43.54257742,38.133364,59.88344701,61.7151011,55.08082377,60.14864382,63.04666866,61.79612897,50.36862575,43.5263111,61.37511772,38.23460881,47.9977842,48.29941207,28.89460785,57.73522663,52.36968187,48.91413143,60.41305777,43.36560217,55.17652456,66.99445675,54.56206058,57.93529195,63.48427202,62.31519662
0.617,69.50674537,72.7477393,62.60106918,66.52298184,58.77895277,62.69187323,64.65950934,50.30995058,60.42023186,58.43569831,62.75260123,29.47064019,65.80163042,41.91044963,64.50902466,45.88204366,68.1791797,78.20077125,39.89499101,55.76481942,76.32593974,65.73376741,57.7783638,51.78049678,59.42636734,58.88316806,60.55065388,66.12514929,71.13294809,74.77142771,36.42932372,43.19116645,63.19018892,54.67086903,58.21727969,57.28413699,63.77364162,39.41428085,32.25546966,76.3940976,37.87425281,56.61383986,38.03900254,74.60300684,56.72442096,57.47808203,73.74139312,52.44911494,61.09409709,32.48527145,58.52357963,63.86942849,58.63400869,60.43200092,51.01277139,57.08776614,57.96793354,56.46382231,40.02038184,62.8765928,49.77830426,38.96709215,54.72647557,44.85812517,57.89248591,59.03466361,66.04099804,66.22217636,66.29618272,58.02367581
0.618,55.00562411,58.60876929,66.15168967,57.0502159,65.2708844,44.11188987,65.92292787,38.76893926,67.19438882,71.75256543,75.08499403,33.54879477,60.5293353,38.85406596,64.16967799,61.37609245,70.9371437,62.60364067,43.56105715,60.64706587,69.08645855,73.04321393,74.21627989,55.59291979,69.32990483,54.61017743,72.69458532,68.54344058,61.44954255,62.81762669,65.54646738,58.37494525,50.92514484,68.16411687,65.98013741,68.54405233,71.94515244,53.24835592,59.56992861,56.58773911,44.69974074,59.5676998,55.87785745,70.28145127,46.88119377,55.75504936,53.07610045,44.0831837,65.39442488,57.6019926,49.42268073,65.89050423,56.21141342,42.6134253,48.00764421,42.9579736,71.09175651,71.41193527,48.66906417,60.28424366,60.06690566,50.75892339,50.91291707,49.51645374,66.67892075,67.1296304,70.28811833,63.73560758,50.5306419,56.02670173
0.619,68.54180126,41.51028111,45.77256663,79.11043287,62.82518229,53.96427561,58.48074305,45.36660686,82.88884769,70.74923958,58.21870354,51.35366626,64.51038255,44.88139959,67.42936802,53.64426791,52.98684001,83.29933766,49.66215381,55.02034904,71.39030091,63.48126271,55.4820975,55.42020996,60.81724728,56.74216464,66.47276035,74.95564124,61.55504397,54.59486105,35.74278558,69.94498696,52.7268541,46.04248376,53.99143366,66.71076869,72.6278406,47.24494253,48.14901125,74.65559239,45.89087299,55.62623709,56.52245157,67.32219778,60.14082298,54.28195692,68.22704149,56.89213564,55.08388463,50.5113752,61.66919535,47.81930454,71.45264245,52.93582087,62.98836292,48.71045727,65.12008977,56.46075945,45.7833916,48.58236601,67.28167598,50.10976374,52.25870283,36.9607738,56.54790504,55.46151517,64.65564186,66.79187412,67.55048182,57.44385037
0.62,69.64546681,69.23991358,56.88356703,66.89797425,73.40098698,45.17619055,58.69326881,35.28702762,54.11351715,60.79470946,59.03427729,46.55286145,55.45924662,51.1069364,49.5834923,60.61865732,71.85370827,49.51228762,46.56607669,60.69225308,81.20036916,60.49439577,75.33275791,45.85402229,66.11695946,64.32508359,69.37832762,72.59027579,56.93236884,65.71779495,52.59416335,74.00426933,67.75147247,61.24788718,54.24571535,61.721149,60.3912208,66.16568139,54.86763501,71.33890041,54.79592558,81.65721888,61.63934158,68.29673537,38.50745909,54.16642197,62.64988269,58.66818209,52.04932813,50.44446164,72.04732112,79.2303345,64.3775822,54.47002272,53.29793416,54.44797119,67.80364656,54.93119682,41.05754758,59.45086359,69.07918307,53.0768727,61.33081405,47.34578186,69.13420963,50.01405474,66.53349434,62.44194961,70.46445686,75.78839525
0.621,79.64379405,83.51824343,58.17594136,74.57102975,55.6979913,46.5372391,67.76661024,52.96257539,68.79710135,47.76527914,57.03455801,67.53087822,56.25741912,38.32744742,66.31677304,88.92842318,65.25446565,70.18190928,53.66387137,65.58297123,65.4528857,60.69153194,62.68808402,55.68218109,69.51655946,53.86012948,60.90046021,71.08735034,68.92191065,68.34551327,55.32252924,64.53948485,49.98694969,49.35687776,48.29260626,57.9266202,55.76022643,67.60088426,46.08999026,53.76433338,41.1788817,61.91465571,53.08870414,60.59594008,48.85085783,61.19347946,50.17673172,63.00130672,70.71214921,53.14377849,55.71379743,46.82281615,59.99984364,42.77736022,46.17561073,55.38889897,69.19141723,58.37719938,51.68987735,50.63874926,55.02875003,49.75407264,56.39710236,45.84236978,55.13570308,70.66807244,68.56911943,48.72227863,55.73196686,57.61968752
0.622,56.26577348,55.93288623,55.40233084,49.82175846,72.47703679,48.08827977,51.27034523,46.86672046,60.60511657,53.67775272,57.83362965,50.82765945,60.76102616,38.78931165,73.19394536,70.11475571,63.82838295,61.56310317,44.50772191,56.06290526,84.86160684,66.48439859,74.83224973,64.50400143,63.96885868,61.16713037,76.33752195,77.74018373,68.7816199,69.89633849,46.36871064,68.4570821,83.42814867,61.23593387,66.47710195,57.99264736,57.69830211,47.36459343,56.87362665,63.08157387,57.18527387,69.7538759,47.64377605,51.12270945,52.56102735,56.71490716,67.33857818,66.34290679,61.70212673,48.04235407,67.87718859,77.75142272,60.06519125,48.46651082,67.93440183,59.64464698,75.31207261,55.36234141,45.08221724,66.93777064,59.74781756,45.93259789,66.26690671,44.59511701,60.50982849,52.15881728,66.6901637,57.92977511,71.68694395,84.04977441
0.623,55.57139123,51.82028928,48.96069419,54.16069404,54.26673638,43.40751783,59.10817836,51.08530037,59.92374253,65.24652571,73.9288656,40.76082877,56.79825005,37.63659132,61.01537321,80.05831635,57.79106052,55.94327451,42.22968097,47.48763064,61.58484719,56.84680725,57.82697232,44.49876231,65.37217485,61.16792373,55.78555875,60.35997929,75.85314732,54.66077418,42.15599341,82.13391761,62.07043935,62.03537863,64.61040644,62.27688177,72.88722528,54.38353747,54.94263855,70.80874771,53.30124029,65.99681671,42.03172847,73.99463851,63.62906879,43.41162943,61.03538556,69.26666778,54.48676272,55.87850699,61.92260991,65.63565631,62.99978201,50.96212203,70.52627588,45.61486649,66.53337064,40.82559151,42.16638515,64.21943047,59.15328054,65.79729711,68.61965722,58.82533884,57.90105554,43.01600709,56.06948722,54.69665652,50.07297317,52.55968639
0.624,76.75567392,53.7831041,71.4874905,58.14213721,62.61492221,51.77177598,63.0268819,25.50335102,69.46445642,76.21607692,59.63620277,57.81033283,53.33817175,43.31889888,66.37651113,53.13947607,64.43998465,39.71371165,49.64931211,67.48251802,68.05294162,56.38572017,63.19117513,52.16238442,65.94815445,58.10551781,50.79607222,67.87787873,67.56809777,60.75356704,50.49400317,63.32233744,60.82717183,69.85417141,46.41598331,69.52974129,73.25255193,40.08745204,45.76935143,69.74717062,48.87088099,61.8552348,44.15498896,55.88892186,49.33834989,52.80757464,63.08203653,49.06863193,58.73254409,41.24240079,64.55649219,68.37584106,56.07706808,47.59863753,51.1116012,69.15925492,61.91187976,65.73461792,48.44607788,66.95607561,41.9418512,57.37961506,56.55155783,43.23725143,60.53027699,50.60964963,67.48075794,61.14767533,59.6165102,61.52774443
0.625,60.36352717,60.03410579,54.91250038,76.97153529,71.42406682,52.29936347,70.99727159,39.21070642,74.05978639,72.84985927,72.47931279,34.69901114,67.61022713,43.60504272,62.62807346,55.45219559,79.05176709,62.95672669,53.04494711,58.25721748,82.48146166,64.92482745,64.93719192,54.82707301,72.66523079,50.32646559,47.39560634,40.41193871,63.05603093,61.16392951,52.58626119,65.34708618,61.50305334,53.81663274,66.10235047,64.51349073,61.794423,50.03673526,57.86869116,65.64955726,53.6521804,57.34008391,55.2580403,73.74062844,48.33004146,52.20991326,72.14748402,64.73868921,71.97970576,47.29197756,57.33588343,77.54296799,48.11548504,48.80419669,47.03740573,53.38816375,56.3611536,59.54058577,59.62446817,69.28710751,58.2557215,45.0910579,57.6000793,51.4916728,57.75518693,61.39056526,74.78894897,50.46218454,50.17465396,51.16057065
0.626,63.95165861,62.40237897,64.14293997,62.70944428,63.69720908,46.76614966,62.75205604,38.92871641,65.3673629,56.57741392,64.6200297,57.39239631,65.92756191,59.70145072,54.10372786,54.3830169,74.25930727,57.62644198,65.58189084,43.6853866,58.97147173,51.13284683,69.98720502,55.35170323,58.62699479,55.50555628,59.97830614,59.91224639,60.92806915,64.12027736,49.96129404,47.03244668,60.74707481,56.00476676,69.15738965,63.930005,57.39264283,51.67932569,51.83867529,64.09492947,60.61368527,61.23502801,65.90794023,68.16751799,75.61966625,53.40365742,68.72413576,58.50170794,59.92987904,33.36240972,71.60860819,53.82311517,53.75590177,47.72133378,53.76283018,59.99719046,64.34847745,64.15804083,43.939816,69.48936774,63.36998302,58.07304188,65.07707464,47.99218697,52.33831495,53.94184015,62.01568304,60.14489608,69.23211881,61.15984359
0.627,69.89701346,50.01593805,53.28846591,70.82488002,69.44432691,60.04315057,62.34784937,48.31866921,58.26130318,62.0890252,58.49923114,43.10525443,63.76667455,40.63171964,73.25713606,72.85097048,52.40864656,71.87694056,50.34947542,45.3838712,52.67944402,59.19528586,80.35825296,45.39001989,62.19661674,75.58888001,64.73386131,51.90320568,66.76317153,71.74871808,55.26912911,63.06868151,49.43948548,83.30757267,49.65947863,64.66130108,65.21905792,41.09302194,50.9133665,58.57258406,40.29398891,70.75040428,44.89246098,71.30830095,46.52654492,58.22257836,55.67540697,71.40480548,61.86560112,37.92362837,69.91896299,61.66299832,57.35053405,53.79456523,57.66993867,48.23977756,58.41260195,66.80767931,36.53451496,62.04218471,51.71866921,65.7027623,63.93155526,61.64416999,69.58960204,66.15942417,69.11415519,62.51129216,62.01801395,62.2634197
0.628,50.55412829,62.88913241,63.77310576,58.59805461,73.62016352,49.60799854,81.12905174,37.13772985,56.61418926,58.08979635,71.06255091,34.84735039,65.39512075,32.35362152,60.67197243,58.00065166,66.75199772,82.02335723,57.42393151,47.44015741,69.96001774,69.41654258,60.64422105,56.8422234,71.6641232,47.23801351,50.09003573,60.85905956,62.82432239,65.90585774,47.91107156,59.72696225,60.90111839,56.38434725,49.27193326,58.59052524,47.46337159,52.78759167,44.64473937,62.80121447,65.41885831,65.79754977,59.90590558,66.81701912,50.2000923,61.35846028,61.65954347,62.27820199,48.72613782,55.70723859,49.42717926,66.07888558,60.40943718,42.79288681,51.24281352,43.26407132,59.16538165,58.50448361,48.63116948,71.26335336,54.90021244,58.91304511,61.94033509,41.458091,50.14542641,61.51559355,51.85139239,55.71216783,64.21295423,69.30455874
0.629,76.41493453,81.84873749,58.86986881,71.46933599,66.76430186,53.85494179,68.61639349,33.44880536,58.52603958,53.13285686,61.81782609,43.47914618,49.76742751,51.81737093,60.24393827,72.264044,68.24610249,64.3810575,41.30474569,56.90169158,64.87083632,66.82598126,67.23458594,44.05407174,73.87366361,67.7258975,54.92097108,57.79075588,73.83608394,69.98647767,53.35370129,66.47012244,64.31640597,75.50088919,64.804731,63.37987945,52.48516405,53.09547042,50.5996265,59.59593388,53.81172768,59.64109589,47.53886426,59.85771317,67.05897344,47.64169899,53.19160536,63.93644254,73.85899995,54.17825218,46.59865621,69.33218274,45.2511949,43.68908085,55.29220708,45.7709615,73.27704617,52.04270942,43.77829591,61.73909944,62.70425974,62.45246,43.90839635,44.06686223,56.61297109,66.84474299,68.00260257,69.60648001,60.76768551,56.29731874
0.63,78.5454174,62.99098992,58.29296772,63.72039321,75.18514205,41.36890224,71.18277582,41.44940744,67.09089953,72.16076827,59.00162467,41.27384964,76.47722131,36.36869432,65.51597643,59.95502306,51.9469617,58.94373003,51.71200242,53.0115867,57.040988,72.57008224,65.61048848,54.05109461,73.09307376,58.70579315,58.41214598,58.0685135,68.94469264,64.8404472,23.7398782,53.23673692,49.06797753,59.697533,59.10787442,68.06240607,73.80218845,29.1652107,41.54379263,69.74932605,49.83199342,64.62866132,32.59542681,70.35452538,54.1073755,68.28449761,62.88060923,63.88203625,44.72034364,60.15331875,63.24242695,80.9940925,60.45313897,41.14792648,62.47099197,48.208532,68.8188641,53.47107339,46.87323351,53.46453537,71.64204207,50.86851484,65.73273967,49.117545,71.53200911,61.82983648,83.52971116,57.64679891,70.45831432,56.87533769
0.631,60.49915361,62.04691944,47.59340601,80.95291744,63.79044639,61.06572811,63.03134748,44.95448072,64.34776585,57.34409885,68.22882326,41.39128544,57.24289649,32.3829595,73.63953112,53.90251221,60.39981064,59.53062959,48.23195198,69.32328383,76.69298883,59.68828541,54.77972125,48.45859796,50.78981573,36.63885407,45.51175867,71.85975693,48.13067131,66.82004876,34.37109969,66.0426063,90.40852506,66.91906497,51.84029611,79.91231999,68.04371592,61.95432399,54.71659951,76.51327668,48.40703,70.57567395,38.87128038,62.88728204,47.18003625,63.1980488,52.0043112,57.24922885,56.78026769,51.2927095,69.97079554,66.89105797,82.03550085,46.60463087,64.47007086,46.21280594,49.68362019,55.81730687,42.75518188,64.60875847,70.06549715,60.75960809,59.49092311,50.74665428,62.39358534,76.43537165,75.38793504,64.17674228,72.57521075,63.29334507
0.632,69.11584936,67.31323041,67.45919769,75.16360669,64.06291006,47.86452184,63.53484784,46.29897125,62.13058012,68.8585552,64.34354243,28.46504228,60.45894089,42.28805083,58.65534831,74.84282881,48.61315039,64.49418327,48.71992756,75.01782113,74.13669427,69.98237136,69.06370975,49.42031165,62.38406035,57.95143822,51.74512773,61.56908769,66.25360364,76.34707987,44.39883019,69.02707859,66.49929607,45.61704656,45.48754644,73.10574946,60.05460779,62.51524726,54.36799144,67.04680298,35.1564013,69.60453148,49.38416867,56.89448682,45.35959576,39.39727137,55.85474779,69.61443979,63.28557654,64.02090758,60.28079513,81.11565032,55.96906748,56.05199279,59.78109698,54.79399342,56.01619315,67.29022659,34.37865778,54.51345223,62.22606056,50.03353443,63.70171499,38.47857702,60.37659139,54.20801347,77.30605716,45.31395346,56.62070153,56.85294076
0.633,81.66973555,66.31211879,53.33086723,68.31612519,63.13050985,45.926477,66.6310944,35.34837015,59.71218087,53.12508945,76.40665102,44.97548087,64.96870849,45.19934,51.19330968,62.03999294,46.18854621,62.32335058,43.42785804,64.74818819,66.70932198,58.39607113,59.12088589,58.18250393,77.52670383,64.11850814,63.83612815,65.70040201,56.52343011,60.69103998,47.15779687,61.98137997,63.28767956,64.5429047,61.95687935,60.90783378,73.34429202,48.69413716,47.79684179,65.4626608,42.68272853,70.33272208,36.72218931,77.89868765,48.18790652,64.81788598,59.11583268,68.34115337,58.09425534,57.95181485,62.77288601,55.27971561,63.53613868,54.09553139,55.65372961,50.38973681,67.60325054,76.97548417,38.10567914,61.33736884,70.39347258,63.79117337,56.90761163,41.98766302,49.08833571,62.36190842,72.38250045,62.58160676,77.17140442,74.02023464
0.634,66.4808808,67.35498355,48.00482848,76.77877995,57.40070657,51.32027455,57.71631069,51.9897775,52.99765379,61.88443743,57.11508843,27.64170898,54.88381179,40.79929966,64.96532142,68.00527027,56.69368815,65.31059092,39.16547658,67.57682157,60.8833675,78.64466535,67.91895062,62.93471728,65.25874964,54.14802671,62.46028558,49.39461807,63.13098274,64.6265444,47.16141753,80.95493857,60.5283509,55.81297226,52.15576509,68.10013732,60.59173242,54.36756393,52.36302895,67.9304178,64.43353693,61.19313978,40.51262138,68.35738816,51.55764195,51.68671527,69.36115907,70.74495929,61.40590334,60.5997752,61.71597527,63.10241374,56.88122502,64.73569192,49.4802847,47.59323962,65.45697168,59.36945102,49.13665455,62.86570815,58.18425172,38.70800553,63.73990597,43.22942588,65.13344684,45.13820972,57.7629526,53.46687076,76.87842765,69.05467513
0.635,58.60163619,67.30040415,68.2556187,79.41493361,75.57627293,50.41482459,59.62672372,40.85147373,64.11323193,68.9569524,41.27002539,46.12666861,60.16038769,43.21877817,53.59302567,52.5779744,50.72977617,76.19160158,50.02874039,47.35733136,81.3756785,68.44514893,60.08357682,58.28137211,66.47391795,48.717558,62.4644464,70.28224023,78.44111654,60.602099,41.14326698,73.09372303,62.92040991,60.97145407,56.37240276,52.11106006,73.63971228,42.19003889,45.76230059,64.62532887,36.04753818,70.83829658,62.47740879,48.14056467,36.11452041,37.42990086,68.1486566,65.19789099,63.52572842,45.03169612,66.94329849,58.59684655,65.30989931,39.58672851,51.01792858,64.21081989,73.80866441,55.30543483,32.96746483,74.11669795,77.10570417,53.22245033,53.48625153,32.77582577,57.37147296,63.49275272,78.94704337,62.09929852,61.53829275,65.67077008
0.636,52.30948723,54.84118402,51.67592426,58.30059177,65.05992838,57.69390483,76.11053656,57.96299503,66.16483584,59.41934007,62.79887141,59.61813116,70.574721,41.93647928,67.00951071,55.76417005,68.19863695,54.21319401,54.29819939,58.51792982,66.37269218,54.99570242,64.31112355,66.80917362,67.04085054,64.02836534,58.01896193,65.80832988,72.03031741,66.98631121,52.22916014,82.33875104,79.4174244,68.73235128,68.81476171,56.73391946,62.683018,52.0344567,48.34573624,70.1643101,68.18072469,64.11583429,54.96758477,72.01823971,56.33878732,52.15603059,60.8073032,64.66713028,70.31865891,60.79099393,62.0186054,65.31929579,57.11513601,42.21473876,52.01151326,46.32410862,62.46577767,66.30954795,41.10976019,72.3020697,66.34438682,59.35108169,75.94944374,47.39327677,62.33918558,59.17676502,73.65908971,48.76774583,59.1238448,73.27614254
