Time,U1_X,U1_Y,U2_X,U2_Y,U3_X,U3_Y,U4_X,U4_Y,U5_X,U5_Y,U6_X,U6_Y,U7_X,U7_Y,U8_X,U8_Y,U9_X,U9_Y,U10_X,U10_Y,e1_X,e1_Y,e2_X,e2_Y,e3_X,e3_Y,e4_X,e4_Y,e5_X,e5_Y,e6_X,e6_Y,e7_X,e7_Y,e8_X,e8_Y,e9_X,e9_Y,e10_X,e10_Y,e11_X,e11_Y,e12_X,e12_Y,e13_X,e13_Y,e14_X,e14_Y,e15_X,e15_Y,e16_X,e16_Y,e17_X,e17_Y,e18_X,e18_Y,e19_X,e19_Y,e20_X,e20_Y,m1_X,m1_Y,m2_X,m2_Y,m3_X,m3_Y,m4_X,m4_Y,m5_X,m5_Y,m6_X,m6_Y,m7_X,m7_Y,m8_X,m8_Y,m9_X,m9_Y,m10_X,m10_Y,m11_X,m11_Y,m12_X,m12_Y,m13_X,m13_Y,m14_X,m14_Y,m15_X,m15_Y,m16_X,m16_Y,m17_X,m17_Y,m18_X,m18_Y,m19_X,m19_Y,m20_X,m20_Y,m21_X,m21_Y,m22_X,m22_Y,m23_X,m23_Y,m24_X,m24_Y,m25_X,m25_Y,m26_X,m26_Y,m27_X,m27_Y,m28_X,m28_Y,m29_X,m29_Y,m30_X,m30_Y,m31_X,m31_Y,m32_X,m32_Y,m33_X,m33_Y,m34_X,m34_Y,m35_X,m35_Y,m36_X,m36_Y,m37_X,m37_Y,m38_X,m38_Y,m39_X,m39_Y,m40_X,m40_Y
0.938,618.9130692,-382.7352911,-492.0189614,-548.8374485,-376.8274443,-130.00207,458.6622814,651.9333756,-770.6251875,45.04140647,-241.3456132,128.0141995,673.3844021,-202.650095,113.9729584,-134.1426814,30.82518169,-686.4475961,-266.9852962,-390.4450946,657.2304698,142.8116444,145.0501354,90.11042428,-263.9539745,605.5696828,-144.5227647,62.10610913,199.751627,-663.2512732,-533.1552722,180.2393704,18.30981178,-664.2335361,-365.4869697,-537.72164,-266.8625184,0.486792031,-399.8049384,-229.0026959,-31.57800038,692.698633,526.8818216,-425.8081239,386.7023297,460.2785149,218.815303,-332.3948057,37.83936172,717.267166,155.7810901,456.2700066,-624.6838265,112.4271972,-635.9703688,-375.1193198,-170.6477332,737.4383141,-516.1784415,470.1441614,206.873677,73.08552192,646.9722911,-283.7903476,-591.3023831,115.3974973,243.7475886,394.6616135,-438.665561,-78.77289499,-51.06395368,617.8660689,-8.60723053,-663.8196335,31.30875307,229.1112696,142.2889831,-277.7406009,703.1738562,376.9423225,254.7493209,-61.92338349,289.6449383,-642.8869148,-187.9377555,137.8320913,-649.3553375,298.4123535,-28.97643683,340.6099455,200.2273398,-216.4655624,364.288421,467.8838294,-374.8548786,508.1539212,450.4881067,233.898852,113.3984577,257.9942048,492.5917409,158.0842243,-777.2574034,44.6751882,375.572209,-272.4518788,49.68139623,-261.3720414,-322.9978105,223.818727,272.4758481,-103.7514308,564.5311467,223.5089879,206.5789639,-428.5488359,80.30597116,144.1452805,-410.9317725,-547.5945105,-169.8144433,565.8589968,-134.1591014,-319.8132058,-341.8731934,-345.6417449,205.9497201,-98.73984286,-514.3326513,219.2149924,-443.0949903,-23.72446812,200.5025693,-695.6121758,184.8261109,-456.0527173,440.0725018,-177.829263,-426.9885904,-413.362497
0.939,618.9340159,-382.7138147,-491.9944213,-548.8201921,-376.7985072,-130.0099849,458.6917707,651.927864,-770.6158667,45.01289116,-241.3197206,127.9990478,673.3676553,-202.6749857,114.0004151,-134.1547698,30.82388759,-686.4775682,-266.97104,-390.4186984,657.2287862,142.8215017,145.0545888,90.10147065,-263.9444596,605.5666059,-144.530121,62.1128829,199.7554903,-663.2420496,-533.1613359,180.2314186,18.30818386,-664.2236695,-365.4817507,-537.7131099,-266.8528366,0.484289553,-399.8033004,-228.992831,-31.58799338,692.6982588,526.8914962,-425.8106539,386.7082434,460.2865789,218.815034,-332.3848094,37.8483902,717.2628664,155.781022,456.2800064,-624.6897884,112.4352256,-635.9798847,-375.1223935,-170.6472809,737.4283243,-516.1875472,470.1400278,206.8726957,73.08532962,646.9729761,-283.7896191,-591.3013859,115.397572,243.7478633,394.660652,-438.6650555,-78.77203218,-51.06452054,617.8652451,-8.608182633,-663.8193278,31.30960845,229.1107516,142.288012,-277.7408394,703.1729204,376.9426749,254.7503205,-61.92335437,289.6456168,-642.8876494,-187.9378175,137.8330893,-649.354491,298.4118211,-28.9758266,340.6107377,200.2264626,-216.4660425,364.2890241,467.8830317,-374.8558752,508.1538381,450.48817,233.89985,113.3985208,257.9952028,492.5925598,158.0836504,-777.2584011,44.67525568,375.5715279,-272.4511466,49.68062677,-261.3714027,-322.9969886,223.8192966,272.4768103,-103.751703,564.5312422,223.5099833,206.5799593,-428.5487392,80.30537889,144.1444747,-410.9327254,-547.594207,-169.8144767,565.8579973,-134.1586957,-319.8122918,-341.8730046,-345.6427269,205.9498809,-98.74082984,-514.3335959,219.2153206,-443.095988,-23.72453575,200.501953,-695.6129634,184.8251321,-456.0529221,440.0732131,-177.8299659,-426.9894445,-413.363017
0.94,618.9549627,-382.6923384,-491.9698812,-548.8029357,-376.7695702,-130.0178999,458.7212601,651.9223523,-770.6065459,44.98437585,-241.2938281,127.983896,673.3509084,-202.6998763,114.0278718,-134.1668581,30.8225935,-686.5075403,-266.9567838,-390.3923021,657.2271027,142.831359,145.0590422,90.09251701,-263.9349447,605.563529,-144.5374774,62.11965666,199.7593535,-663.232826,-533.1673996,180.2234667,18.30655593,-664.2138029,-365.4765317,-537.7045799,-266.8431548,0.481787076,-399.8016624,-228.982966,-31.59798637,692.6978846,526.9011709,-425.8131839,386.7141571,460.2946429,218.8147649,-332.374813,37.85741867,717.2585668,155.7809539,456.2900061,-624.6957503,112.4432541,-635.9894006,-375.1254671,-170.6468287,737.4183345,-516.1966529,470.1358943,206.8717143,73.08513732,646.973661,-283.7888905,-591.3003887,115.3976467,243.748138,394.6596905,-438.6645499,-78.77116937,-51.0650874,617.8644212,-8.609134735,-663.819022,31.31046383,229.1102336,142.2870409,-277.741078,703.1719845,376.9430273,254.7513201,-61.92332526,289.6462954,-642.888384,-187.9378795,137.8340874,-649.3536445,298.4112887,-28.97521637,340.6115299,200.2255854,-216.4665226,364.2896271,467.8822341,-374.8568717,508.1537549,450.4882333,233.900848,113.3985839,257.9962008,492.5933787,158.0830765,-777.2593988,44.67532315,375.5708469,-272.4504144,49.6798573,-261.370764,-322.9961666,223.8198662,272.4777726,-103.7519751,564.5313377,223.5109787,206.5809546,-428.5486426,80.30478662,144.143669,-410.9336782,-547.5939035,-169.81451,565.8569979,-134.15829,-319.8113778,-341.8728158,-345.6437089,205.9500418,-98.74181682,-514.3345405,219.2156487,-443.0969857,-23.72460338,200.5013367,-695.6137509,184.8241533,-456.0531269,440.0739244,-177.8306688,-426.9902987,-413.3635371
0.941,618.9759094,-382.670862,-491.945341,-548.7856793,-376.7406331,-130.0258148,458.7507494,651.9168407,-770.5972251,44.95586053,-241.2679355,127.9687443,673.3341616,-202.7247669,114.0553285,-134.1789465,30.8212994,-686.5375124,-266.9425276,-390.3659059,657.2254191,142.8412162,145.0634955,90.08356337,-263.9254299,605.5604521,-144.5448338,62.12643042,199.7632167,-663.2236023,-533.1734633,180.2155149,18.304928,-664.2039363,-365.4713127,-537.6960498,-266.8334729,0.479284598,-399.8000244,-228.9731011,-31.60797937,692.6975104,526.9108456,-425.8157139,386.7200707,460.3027069,218.8144959,-332.3648166,37.86644714,717.2542672,155.7808858,456.3000059,-624.7017122,112.4512825,-635.9989165,-375.1285408,-170.6463764,737.4083448,-516.2057586,470.1317607,206.870733,73.08494502,646.974346,-283.7881619,-591.2993915,115.3977214,243.7484127,394.6587289,-438.6640444,-78.77030656,-51.06565426,617.8635974,-8.610086838,-663.8187162,31.3113192,229.1097156,142.2860698,-277.7413166,703.1710487,376.9433798,254.7523197,-61.92329615,289.6469739,-642.8891185,-187.9379415,137.8350855,-649.352798,298.4107563,-28.97460614,340.6123222,200.2247082,-216.4670028,364.2902302,467.8814364,-374.8578682,508.1536718,450.4882966,233.9018459,113.398647,257.9971988,492.5941977,158.0825026,-777.2603965,44.67539063,375.5701658,-272.4496822,49.67908783,-261.3701253,-322.9953447,223.8204358,272.4787348,-103.7522472,564.5314331,223.5119741,206.5819499,-428.548546,80.30419435,144.1428633,-410.934631,-547.5936,-169.8145434,565.8559984,-134.1578843,-319.8104638,-341.872627,-345.6446909,205.9502026,-98.7428038,-514.3354851,219.2159769,-443.0979834,-23.72467101,200.5007205,-695.6145384,184.8231745,-456.0533317,440.0746357,-177.8313717,-426.9911528,-413.3640572
0.942,618.9968562,-382.6493857,-491.9208009,-548.768423,-376.711696,-130.0337298,458.7802388,651.9113291,-770.5879044,44.92734522,-241.242043,127.9535925,673.3174147,-202.7496575,114.0827853,-134.1910349,30.8200053,-686.5674844,-266.9282715,-390.3395097,657.2237355,142.8510735,145.0679489,90.07460974,-263.915915,605.5573752,-144.5521901,62.13320418,199.7670799,-663.2143787,-533.1795269,180.207563,18.30330008,-664.1940697,-365.4660937,-537.6875197,-266.8237911,0.47678212,-399.7983863,-228.9632362,-31.61797236,692.6971362,526.9205202,-425.8182439,386.7259844,460.310771,218.8142269,-332.3548202,37.87547562,717.2499676,155.7808177,456.3100057,-624.7076741,112.459311,-636.0084324,-375.1316144,-170.6459242,737.398355,-516.2148643,470.1276272,206.8697516,73.08475271,646.975031,-283.7874334,-591.2983943,115.3977962,243.7486873,394.6577674,-438.6635389,-78.76944375,-51.06622112,617.8627736,-8.61103894,-663.8184104,31.31217458,229.1091976,142.2850986,-277.7415552,703.1701129,376.9437322,254.7533192,-61.92326703,289.6476525,-642.8898531,-187.9380034,137.8360836,-649.3519515,298.4102239,-28.97399591,340.6131144,200.223831,-216.4674829,364.2908333,467.8806387,-374.8588648,508.1535886,450.4883599,233.9028439,113.3987101,257.9981968,492.5950166,158.0819287,-777.2613943,44.67545811,375.5694847,-272.44895,49.67831837,-261.3694866,-322.9945228,223.8210054,272.4796971,-103.7525194,564.5315286,223.5129696,206.5829452,-428.5484493,80.30360207,144.1420575,-410.9355839,-547.5932965,-169.8145767,565.854999,-134.1574786,-319.8095498,-341.8724382,-345.6456729,205.9503635,-98.74379077,-514.3364297,219.2163051,-443.0989811,-23.72473864,200.5001042,-695.6153259,184.8221957,-456.0535365,440.0753469,-177.8320746,-426.9920069,-413.3645772
0.943,619.0178029,-382.6279093,-491.8962608,-548.7511666,-376.682759,-130.0416447,458.8097281,651.9058174,-770.5785836,44.8988299,-241.2161504,127.9384408,673.3006679,-202.7745482,114.110242,-134.2031232,30.8187112,-686.5974565,-266.9140153,-390.3131135,657.222052,142.8609307,145.0724022,90.0656561,-263.9064001,605.5542983,-144.5595465,62.13997795,199.7709432,-663.205155,-533.1855906,180.1996112,18.30167215,-664.1842031,-365.4608747,-537.6789897,-266.8141093,0.474279642,-399.7967483,-228.9533712,-31.62796536,692.696762,526.9301949,-425.8207738,386.7318981,460.318835,218.8139579,-332.3448238,37.88450409,717.2456679,155.7807496,456.3200054,-624.713636,112.4673394,-636.0179483,-375.1346881,-170.6454719,737.3883652,-516.22397,470.1234936,206.8687703,73.08456041,646.975716,-283.7867048,-591.2973971,115.3978709,243.748962,394.6568058,-438.6630333,-78.76858094,-51.06678798,617.8619498,-8.611991043,-663.8181046,31.31302996,229.1086796,142.2841275,-277.7417938,703.169177,376.9440846,254.7543188,-61.92323792,289.648331,-642.8905876,-187.9380654,137.8370817,-649.351105,298.4096915,-28.97338569,340.6139066,200.2229538,-216.467963,364.2914364,467.879841,-374.8598613,508.1535055,450.4884232,233.9038419,113.3987732,257.9991949,492.5958355,158.0813548,-777.262392,44.67552558,375.5688036,-272.4482178,49.6775489,-261.368848,-322.9937009,223.8215751,272.4806594,-103.7527915,564.5316241,223.513965,206.5839405,-428.5483527,80.3030098,144.1412518,-410.9365367,-547.5929931,-169.81461,565.8539996,-134.1570729,-319.8086358,-341.8722495,-345.6466549,205.9505243,-98.74477775,-514.3373744,219.2166333,-443.0999789,-23.72480626,200.4994879,-695.6161134,184.8212168,-456.0537413,440.0760582,-177.8327775,-426.9928611,-413.3650973
0.944,619.0387496,-382.606433,-491.8717207,-548.7339102,-376.6538219,-130.0495597,458.8392175,651.9003058,-770.5692628,44.87031459,-241.1902578,127.9232891,673.2839211,-202.7994388,114.1376987,-134.2152116,30.81741711,-686.6274286,-266.8997591,-390.2867172,657.2203684,142.870788,145.0768556,90.05670246,-263.8968853,605.5512214,-144.5669029,62.14675171,199.7748064,-663.1959314,-533.1916543,180.1916593,18.30004422,-664.1743365,-365.4556557,-537.6704596,-266.8044275,0.471777164,-399.7951103,-228.9435063,-31.63795836,692.6963878,526.9398696,-425.8233038,386.7378118,460.326899,218.8136888,-332.3348275,37.89353256,717.2413683,155.7806815,456.3300052,-624.7195979,112.4753679,-636.0274643,-375.1377617,-170.6450197,737.3783755,-516.2330757,470.1193601,206.867789,73.08436811,646.976401,-283.7859763,-591.2963999,115.3979456,243.7492367,394.6558443,-438.6625278,-78.76771813,-51.06735483,617.861126,-8.612943146,-663.8177989,31.31388534,229.1081616,142.2831564,-277.7420324,703.1682412,376.944437,254.7553184,-61.9232088,289.6490096,-642.8913222,-187.9381274,137.8380797,-649.3502585,298.4091591,-28.97277546,340.6146989,200.2220766,-216.4684432,364.2920395,467.8790433,-374.8608579,508.1534223,450.4884866,233.9048399,113.3988362,258.0001929,492.5966545,158.0807809,-777.2633897,44.67559306,375.5681225,-272.4474856,49.67677943,-261.3682093,-322.992879,223.8221447,272.4816216,-103.7530636,564.5317196,223.5149604,206.5849359,-428.5482561,80.30241753,144.140446,-410.9374895,-547.5926896,-169.8146434,565.8530001,-134.1566671,-319.8077218,-341.8720607,-345.647637,205.9506852,-98.74576473,-514.338319,219.2169614,-443.1009766,-23.72487389,200.4988716,-695.616901,184.820238,-456.0539461,440.0767695,-177.8334804,-426.9937152,-413.3656173
0.945,619.0596964,-382.5849566,-491.8471806,-548.7166538,-376.6248849,-130.0574746,458.8687068,651.8947941,-770.559942,44.84179927,-241.1643653,127.9081373,673.2671742,-202.8243294,114.1651554,-134.2272999,30.81612301,-686.6574007,-266.8855029,-390.260321,657.2186848,142.8806453,145.0813089,90.04774883,-263.8873704,605.5481445,-144.5742592,62.15352547,199.7786696,-663.1867078,-533.197718,180.1837075,18.2984163,-664.1644699,-365.4504367,-537.6619295,-266.7947457,0.469274687,-399.7934722,-228.9336414,-31.64795135,692.6960136,526.9495442,-425.8258338,386.7437255,460.334963,218.8134198,-332.3248311,37.90256104,717.2370687,155.7806134,456.340005,-624.7255597,112.4833963,-636.0369802,-375.1408354,-170.6445674,737.3683857,-516.2421814,470.1152265,206.8668076,73.08417581,646.9770859,-283.7852477,-591.2954027,115.3980203,243.7495113,394.6548828,-438.6620223,-78.76685532,-51.06792169,617.8603022,-8.613895248,-663.8174931,31.31474071,229.1076436,142.2821853,-277.742271,703.1673053,376.9447895,254.756318,-61.92317969,289.6496881,-642.8920567,-187.9381894,137.8390778,-649.349412,298.4086267,-28.97216523,340.6154911,200.2211994,-216.4689233,364.2926426,467.8782457,-374.8618544,508.1533391,450.4885499,233.9058379,113.3988993,258.0011909,492.5974734,158.080207,-777.2643874,44.67566053,375.5674414,-272.4467534,49.67600997,-261.3675706,-322.9920571,223.8227143,272.4825839,-103.7533358,564.5318151,223.5159559,206.5859312,-428.5481594,80.30182526,144.1396403,-410.9384424,-547.5923861,-169.8146767,565.8520007,-134.1562614,-319.8068078,-341.8718719,-345.648619,205.9508461,-98.74675171,-514.3392636,219.2172896,-443.1019743,-23.72494152,200.4982553,-695.6176885,184.8192592,-456.0541509,440.0774808,-177.8341833,-426.9945693,-413.3661374
0.946,619.0806431,-382.5634802,-491.8226405,-548.6993974,-376.5959478,-130.0653896,458.8981962,651.8892825,-770.5506213,44.81328396,-241.1384727,127.8929856,673.2504274,-202.84922,114.1926121,-134.2393883,30.81482891,-686.6873727,-266.8712467,-390.2339248,657.2170013,142.8905025,145.0857623,90.03879519,-263.8778555,605.5450676,-144.5816156,62.16029924,199.7825328,-663.1774841,-533.2037816,180.1757556,18.29678837,-664.1546033,-365.4452177,-537.6533995,-266.7850638,0.466772209,-399.7918342,-228.9237765,-31.65794435,692.6956394,526.9592189,-425.8283638,386.7496392,460.343027,218.8131508,-332.3148347,37.91158951,717.2327691,155.7805453,456.3500047,-624.7315216,112.4914247,-636.0464961,-375.143909,-170.6441152,737.3583959,-516.2512871,470.111093,206.8658263,73.08398351,646.9777709,-283.7845191,-591.2944055,115.398095,243.749786,394.6539212,-438.6615168,-78.76599251,-51.06848855,617.8594784,-8.614847351,-663.8171873,31.31559609,229.1071255,142.2812142,-277.7425096,703.1663695,376.9451419,254.7573176,-61.92315058,289.6503667,-642.8927913,-187.9382514,137.8400759,-649.3485655,298.4080944,-28.971555,340.6162833,200.2203222,-216.4694034,364.2932457,467.877448,-374.8628509,508.153256,450.4886132,233.9068359,113.3989624,258.0021889,492.5982923,158.0796331,-777.2653851,44.67572801,375.5667603,-272.4460212,49.6752405,-261.3669319,-322.9912352,223.8232839,272.4835461,-103.7536079,564.5319106,223.5169513,206.5869265,-428.5480628,80.30123298,144.1388346,-410.9393952,-547.5920826,-169.8147101,565.8510012,-134.1558557,-319.8058938,-341.8716831,-345.649601,205.9510069,-98.74773869,-514.3402082,219.2176178,-443.102972,-23.72500915,200.497639,-695.618476,184.8182804,-456.0543557,440.0781921,-177.8348862,-426.9954235,-413.3666574
0.947,619.1015899,-382.5420039,-491.7981004,-548.682141,-376.5670107,-130.0733045,458.9276855,651.8837708,-770.5413005,44.78476865,-241.1125802,127.8778338,673.2336805,-202.8741107,114.2200689,-134.2514767,30.81353481,-686.7173448,-266.8569905,-390.2075285,657.2153177,142.9003598,145.0902157,90.02984155,-263.8683407,605.5419907,-144.588972,62.167073,199.786396,-663.1682605,-533.2098453,180.1678038,18.29516045,-664.1447367,-365.4399987,-537.6448694,-266.775382,0.464269731,-399.7901962,-228.9139115,-31.66793735,692.6952652,526.9688936,-425.8308938,386.7555528,460.351091,218.8128818,-332.3048383,37.92061799,717.2284695,155.7804772,456.3600045,-624.7374835,112.4994532,-636.056012,-375.1469827,-170.6436629,737.3484062,-516.2603928,470.1069594,206.864845,73.08379121,646.9784559,-283.7837906,-591.2934082,115.3981697,243.7500607,394.6529597,-438.6610112,-78.76512971,-51.06905541,617.8586545,-8.615799453,-663.8168815,31.31645147,229.1066075,142.280243,-277.7427482,703.1654337,376.9454943,254.7583171,-61.92312146,289.6510452,-642.8935259,-187.9383133,137.841074,-649.347719,298.407562,-28.97094478,340.6170755,200.219445,-216.4698835,364.2938487,467.8766503,-374.8638475,508.1531728,450.4886765,233.9078339,113.3990255,258.0031869,492.5991113,158.0790592,-777.2663829,44.67579549,375.5660792,-272.445289,49.67447104,-261.3662932,-322.9904133,223.8238535,272.4845084,-103.7538801,564.5320061,223.5179467,206.5879218,-428.5479662,80.30064071,144.1380288,-410.940348,-547.5917791,-169.8147434,565.8500018,-134.15545,-319.8049798,-341.8714943,-345.650583,205.9511678,-98.74872566,-514.3411528,219.217946,-443.1039697,-23.72507678,200.4970227,-695.6192635,184.8173016,-456.0545604,440.0789034,-177.8355891,-426.9962776,-413.3671775
0.948,619.1225366,-382.5205275,-491.7735603,-548.6648846,-376.5380737,-130.0812195,458.9571749,651.8782592,-770.5319797,44.75625333,-241.0866876,127.8626821,673.2169337,-202.8990013,114.2475256,-134.263565,30.81224072,-686.7473169,-266.8427343,-390.1811323,657.2136341,142.910217,145.094669,90.02088792,-263.8588258,605.5389138,-144.5963283,62.17384676,199.7902593,-663.1590369,-533.215909,180.1598519,18.29353252,-664.1348701,-365.4347797,-537.6363393,-266.7657002,0.461767253,-399.7885581,-228.9040466,-31.67793034,692.6948909,526.9785682,-425.8334238,386.7614665,460.3591551,218.8126127,-332.2948419,37.92964646,717.2241699,155.7804091,456.3700043,-624.7434454,112.5074816,-636.0655279,-375.1500563,-170.6432107,737.3384164,-516.2694985,470.1028259,206.8638636,73.08359891,646.9791409,-283.783062,-591.292411,115.3982444,243.7503354,394.6519982,-438.6605057,-78.7642669,-51.06962227,617.8578307,-8.616751556,-663.8165758,31.31730685,229.1060895,142.2792719,-277.7429867,703.1644978,376.9458468,254.7593167,-61.92309235,289.6517237,-642.8942604,-187.9383753,137.842072,-649.3468725,298.4070296,-28.97033455,340.6178678,200.2185678,-216.4703637,364.2944518,467.8758526,-374.864844,508.1530897,450.4887398,233.9088319,113.3990886,258.0041849,492.5999302,158.0784853,-777.2673806,44.67586296,375.5653981,-272.4445568,49.67370157,-261.3656545,-322.9895914,223.8244232,272.4854706,-103.7541522,564.5321015,223.5189422,206.5889171,-428.5478695,80.30004844,144.1372231,-410.9413009,-547.5914756,-169.8147767,565.8490023,-134.1550443,-319.8040658,-341.8713055,-345.651565,205.9513286,-98.74971264,-514.3420974,219.2182741,-443.1049674,-23.7251444,200.4964065,-695.6200511,184.8163228,-456.0547652,440.0796146,-177.8362921,-426.9971317,-413.3676976
0.949,619.1434834,-382.4990512,-491.7490202,-548.6476282,-376.5091366,-130.0891344,458.9866642,651.8727476,-770.5226589,44.72773802,-241.060795,127.8475303,673.2001868,-202.9238919,114.2749823,-134.2756534,30.81094662,-686.777289,-266.8284781,-390.1547361,657.2119506,142.9200743,145.0991224,90.01193428,-263.8493109,605.5358369,-144.6036847,62.18062052,199.7941225,-663.1498132,-533.2219727,180.1519001,18.29190459,-664.1250035,-365.4295607,-537.6278093,-266.7560184,0.459264775,-399.7869201,-228.8941817,-31.68792334,692.6945167,526.9882429,-425.8359538,386.7673802,460.3672191,218.8123437,-332.2848456,37.93867493,717.2198703,155.780341,456.380004,-624.7494073,112.5155101,-636.0750438,-375.15313,-170.6427584,737.3284266,-516.2786042,470.0986923,206.8628823,73.0834066,646.9798258,-283.7823334,-591.2914138,115.3983191,243.75061,394.6510366,-438.6600002,-78.76340409,-51.07018913,617.8570069,-8.617703658,-663.81627,31.31816222,229.1055715,142.2783008,-277.7432253,703.163562,376.9461992,254.7603163,-61.92306324,289.6524023,-642.894995,-187.9384373,137.8430701,-649.346026,298.4064972,-28.96972432,340.61866,200.2176906,-216.4708438,364.2950549,467.875055,-374.8658405,508.1530065,450.4888031,233.9098299,113.3991517,258.0051829,492.6007491,158.0779114,-777.2683783,44.67593044,375.5647171,-272.4438246,49.6729321,-261.3650158,-322.9887695,223.8249928,272.4864329,-103.7544243,564.532197,223.5199376,206.5899125,-428.5477729,80.29945617,144.1364174,-410.9422537,-547.5911721,-169.8148101,565.8480029,-134.1546386,-319.8031518,-341.8711168,-345.6525471,205.9514895,-98.75069962,-514.3430421,219.2186023,-443.1059651,-23.72521203,200.4957902,-695.6208386,184.815344,-456.05497,440.0803259,-177.836995,-426.9979859,-413.3682176
0.95,619.1644301,-382.4775748,-491.72448,-548.6303718,-376.4801995,-130.0970494,459.0161536,651.8672359,-770.5133382,44.6992227,-241.0349025,127.8323786,673.18344,-202.9487825,114.302439,-134.2877417,30.80965252,-686.807261,-266.8142219,-390.1283398,657.210267,142.9299316,145.1035757,90.00298064,-263.8397961,605.53276,-144.6110411,62.18739429,199.7979857,-663.1405896,-533.2280363,180.1439483,18.29027667,-664.1151368,-365.4243417,-537.6192792,-266.7463366,0.456762298,-399.7852821,-228.8843167,-31.69791633,692.6941425,526.9979175,-425.8384838,386.7732939,460.3752831,218.8120747,-332.2748492,37.94770341,717.2155707,155.7802729,456.3900038,-624.7553692,112.5235385,-636.0845598,-375.1562036,-170.6423062,737.3184369,-516.2877099,470.0945588,206.861901,73.0832143,646.9805108,-283.7816049,-591.2904166,115.3983939,243.7508847,394.6500751,-438.6594946,-78.76254128,-51.07075599,617.8561831,-8.618655761,-663.8159642,31.3190176,229.1050535,142.2773297,-277.7434639,703.1626261,376.9465516,254.7613159,-61.92303412,289.6530808,-642.8957295,-187.9384993,137.8440682,-649.3451795,298.4059648,-28.96911409,340.6194522,200.2168134,-216.4713239,364.295658,467.8742573,-374.8668371,508.1529234,450.4888665,233.9108279,113.3992148,258.0061809,492.601568,158.0773375,-777.269376,44.67599792,375.564036,-272.4430924,49.67216264,-261.3643771,-322.9879476,223.8255624,272.4873952,-103.7546965,564.5322925,223.520933,206.5909078,-428.5476763,80.29886389,144.1356116,-410.9432065,-547.5908686,-169.8148434,565.8470034,-134.1542329,-319.8022378,-341.870928,-345.6535291,205.9516503,-98.7516866,-514.3439867,219.2189305,-443.1069628,-23.72527966,200.4951739,-695.6216261,184.8143652,-456.0551748,440.0810372,-177.8376979,-426.99884,-413.3687377
0.951,619.1853768,-382.4560984,-491.6999399,-548.6131155,-376.4512625,-130.1049643,459.0456429,651.8617243,-770.5040174,44.67070739,-241.0090099,127.8172269,673.1666931,-202.9736732,114.3298958,-134.2998301,30.80835842,-686.8372331,-266.7999657,-390.1019436,657.2085835,142.9397888,145.1080291,89.99402701,-263.8302812,605.5296831,-144.6183974,62.19416805,199.8018489,-663.1313659,-533.2341,180.1359964,18.28864874,-664.1052702,-365.4191227,-537.6107491,-266.7366548,0.45425982,-399.7836441,-228.8744518,-31.70790933,692.6937683,527.0075922,-425.8410138,386.7792076,460.3833471,218.8118057,-332.2648528,37.95673188,717.2112711,155.7802048,456.4000036,-624.7613311,112.531567,-636.0940757,-375.1592773,-170.6418539,737.3084471,-516.2968156,470.0904252,206.8609196,73.083022,646.9811958,-283.7808763,-591.2894194,115.3984686,243.7511594,394.6491135,-438.6589891,-78.76167847,-51.07132285,617.8553593,-8.619607864,-663.8156584,31.31987298,229.1045355,142.2763586,-277.7437025,703.1616903,376.946904,254.7623154,-61.92300501,289.6537594,-642.8964641,-187.9385612,137.8450663,-649.344333,298.4054324,-28.96850387,340.6202444,200.2159362,-216.471804,364.2962611,467.8734596,-374.8678336,508.1528402,450.4889298,233.9118259,113.3992779,258.0071789,492.602387,158.0767637,-777.2703738,44.67606539,375.5633549,-272.4423602,49.67139317,-261.3637385,-322.9871256,223.826132,272.4883574,-103.7549686,564.532388,223.5219285,206.5919031,-428.5475796,80.29827162,144.1348059,-410.9441594,-547.5905651,-169.8148768,565.846004,-134.1538271,-319.8013238,-341.8707392,-345.6545111,205.9518112,-98.75267358,-514.3449313,219.2192586,-443.1079605,-23.72534729,200.4945576,-695.6224136,184.8133864,-456.0553796,440.0817485,-177.8384008,-426.9996941,-413.3692577
