Time,U1_X,U1_Y,U2_X,U2_Y,U3_X,U3_Y,U4_X,U4_Y,U5_X,U5_Y,U6_X,U6_Y,e1_X,e1_Y,e2_X,e2_Y,e3_X,e3_Y,e4_X,e4_Y,e5_X,e5_Y,e6_X,e6_Y,e7_X,e7_Y,e8_X,e8_Y,e9_X,e9_Y,e10_X,e10_Y,e11_X,e11_Y,e12_X,e12_Y,m1_X,m1_Y,m2_X,m2_Y,m3_X,m3_Y,m4_X,m4_Y,m5_X,m5_Y,m6_X,m6_Y,m7_X,m7_Y,m8_X,m8_Y,m9_X,m9_Y,m10_X,m10_Y,m11_X,m11_Y,m12_X,m12_Y,m13_X,m13_Y,m14_X,m14_Y,m15_X,m15_Y,m16_X,m16_Y,m17_X,m17_Y,m18_X,m18_Y,m19_X,m19_Y,m20_X,m20_Y,m21_X,m21_Y,m22_X,m22_Y,m23_X,m23_Y,m24_X,m24_Y,m25_X,m25_Y,m26_X,m26_Y,m27_X,m27_Y,m28_X,m28_Y,m29_X,m29_Y,m30_X,m30_Y
0.633,612.524313,-389.2855807,-499.5036954,-554.1006469,-385.6532484,-127.5880106,449.6680295,653.6144268,-773.4680239,53.73857735,-249.242844,132.6354814,685.5705218,-184.5380166,93.99361674,-125.3463863,31.76685337,-664.6379158,-277.3590529,-409.6527512,657.743957,139.8051796,143.6918616,92.84128351,-266.856009,606.5081367,-142.2790727,60.04011146,198.5733436,-666.0644828,-531.3058511,182.6646831,18.8063293,-667.24285,-367.0787642,-540.3233107,-275.3399185,2.677961582,-401.239197,-237.6404293,-22.82813302,693.0262871,518.410686,-423.592859,381.52431,453.2176617,219.0508611,-341.1476366,29.93403004,721.031906,155.8407187,447.5142096,-619.4635977,105.3974925,-627.6382316,-372.4280327,-171.0437228,746.1853552,-508.2054926,473.7635013,207.1729844,73.14417383,646.7633732,-284.01256,-591.6065306,115.3747098,243.6638139,394.9548827,-438.8197473,-79.03605197,-50.8910615,618.1173323,-8.316839243,-663.9128961,31.04786297,229.2692612,142.5851749,-277.6678312,703.4592872,376.8348323,254.4444502,-61.93226313,289.4379819,-642.6628746,-187.9188523,137.5276776,-649.6135204,298.5747314,-29.16255627,340.3683165,200.4948856,-216.3191239,364.1044799,468.1271208,-374.5509349,508.1792829
0.634,612.5452597,-389.2641044,-499.4791552,-554.0833905,-385.6243113,-127.5959256,449.6975188,653.6089151,-773.4587031,53.71006204,-249.2169514,132.6203296,685.5649395,-184.5463134,94.00276898,-125.3504157,31.76642201,-664.6479065,-277.3543008,-409.6439525,657.7422735,139.8150368,143.6963149,92.83232988,-266.8464941,606.5050598,-142.2864291,60.04688522,198.5772069,-666.0552592,-531.3119148,182.6567312,18.80470137,-667.2329834,-367.0735452,-540.3147806,-275.3389503,2.677711334,-401.2390332,-237.6394428,-22.82913232,693.0262497,518.4116535,-423.593112,381.5249014,453.2184681,219.0508342,-341.146637,29.93493289,721.031476,155.8407119,447.5152096,-619.4641939,105.3982954,-627.6391832,-372.4283401,-171.0436776,746.1843562,-508.2064032,473.7630879,207.1720031,73.14398153,646.7640582,-284.0118314,-591.6055334,115.3747845,243.6640885,394.9539211,-438.8192417,-79.03518916,-50.89162836,618.1165085,-8.317791345,-663.9125903,31.04871835,229.2687432,142.5842038,-277.6680698,703.4583514,376.8351847,254.4454498,-61.93223401,289.4386604,-642.6636091,-187.9189143,137.5286757,-649.6126739,298.574199,-29.16194604,340.3691088,200.4940084,-216.319604,364.105083,468.1263231,-374.5519315,508.1791998
0.635,612.5662065,-389.242628,-499.4546151,-554.0661341,-385.5953742,-127.6038405,449.7270082,653.6034035,-773.4493823,53.68154672,-249.1910589,132.6051779,685.5593573,-184.5546103,94.01192122,-125.3544452,31.76599064,-664.6578972,-277.3495488,-409.6351537,657.7405899,139.8248941,143.7007683,92.82337624,-266.8369792,606.5019829,-142.2937854,60.05365899,198.5810701,-666.0460356,-531.3179785,182.6487794,18.80307345,-667.2231168,-367.0683262,-540.3062505,-275.3379821,2.677461086,-401.2388694,-237.6384563,-22.83013162,693.0262122,518.412621,-423.593365,381.5254927,453.2192745,219.0508073,-341.1456373,29.93583574,721.0310461,155.8407051,447.5162096,-619.4647901,105.3990982,-627.6401348,-372.4286474,-171.0436323,746.1833572,-508.2073137,473.7626746,207.1710218,73.14378923,646.7647432,-284.0111029,-591.6045362,115.3748592,243.6643632,394.9529596,-438.8187362,-79.03432635,-50.89219522,618.1156846,-8.318743448,-663.9122845,31.04957373,229.2682252,142.5832327,-277.6683084,703.4574155,376.8355372,254.4464494,-61.9322049,289.439339,-642.6643437,-187.9189762,137.5296738,-649.6118274,298.5736667,-29.16133581,340.369901,200.4931312,-216.3200841,364.1056861,468.1255254,-374.552928,508.1791166
0.636,612.5871532,-389.2211517,-499.430075,-554.0488777,-385.5664372,-127.6117555,449.7564975,653.5978919,-773.4400615,53.65303141,-249.1651663,132.5900261,685.553775,-184.5629072,94.02107346,-125.3584747,31.76555927,-664.6678879,-277.3447967,-409.626355,657.7389063,139.8347514,143.7052217,92.8144226,-266.8274644,606.498906,-142.3011418,60.06043275,198.5849333,-666.0368119,-531.3240421,182.6408275,18.80144552,-667.2132502,-367.0631072,-540.2977205,-275.3370139,2.677210838,-401.2387056,-237.6374698,-22.83113092,693.0261748,518.4135884,-423.593618,381.5260841,453.2200809,219.0507804,-341.1446377,29.93673858,721.0306161,155.8406983,447.5172096,-619.4653863,105.3999011,-627.6410864,-372.4289548,-171.0435871,746.1823583,-508.2082243,473.7622612,207.1700404,73.14359693,646.7654282,-284.0103743,-591.603539,115.3749339,243.6646379,394.9519981,-438.8182307,-79.03346354,-50.89276208,618.1148608,-8.319695551,-663.9119787,31.05042911,229.2677072,142.5822616,-277.668547,703.4564797,376.8358896,254.447449,-61.93217579,289.4400175,-642.6650782,-187.9190382,137.5306719,-649.6109809,298.5731343,-29.16072558,340.3706932,200.492254,-216.3205643,364.1062891,468.1247277,-374.5539245,508.1790335
0.637,612.6081,-389.1996753,-499.4055349,-554.0316213,-385.5375001,-127.6196704,449.7859869,653.5923802,-773.4307408,53.62451609,-249.1392737,132.5748744,685.5481927,-184.5712041,94.0302257,-125.3625041,31.76512791,-664.6778786,-277.3400446,-409.6175563,657.7372228,139.8446086,143.709675,92.80546897,-266.8179495,606.4958291,-142.3084982,60.06720651,198.5887965,-666.0275883,-531.3301058,182.6328757,18.79981759,-667.2033836,-367.0578882,-540.2891904,-275.3360457,2.676960591,-401.2385418,-237.6364833,-22.83213022,693.0261374,518.4145559,-423.593871,381.5266755,453.2208873,219.0507535,-341.1436381,29.93764143,721.0301861,155.8406915,447.5182095,-619.4659825,105.4007039,-627.642038,-372.4292622,-171.0435419,746.1813593,-508.2091349,473.7618478,207.1690591,73.14340463,646.7661131,-284.0096457,-591.6025418,115.3750086,243.6649125,394.9510365,-438.8177251,-79.03260073,-50.89332894,618.114037,-8.320647653,-663.911673,31.05128448,229.2671892,142.5812904,-277.6687856,703.4555439,376.836242,254.4484485,-61.93214667,289.4406961,-642.6658128,-187.9191002,137.5316699,-649.6101344,298.5726019,-29.16011536,340.3714854,200.4913768,-216.3210444,364.1068922,468.12393,-374.5549211,508.1789503
0.638,612.6290467,-389.1781989,-499.3809948,-554.014365,-385.508563,-127.6275854,449.8154762,653.5868686,-773.42142,53.59600078,-249.1133812,132.5597226,685.5426104,-184.5795009,94.03937794,-125.3665336,31.76469654,-664.6878693,-277.3352926,-409.6087575,657.7355392,139.8544659,143.7141284,92.79651533,-266.8084346,606.4927522,-142.3158545,60.07398027,198.5926598,-666.0183646,-531.3361695,182.6249238,18.79818967,-667.193517,-367.0526692,-540.2806603,-275.3350776,2.676710343,-401.238378,-237.6354968,-22.83312952,693.0261,518.4155234,-423.594124,381.5272668,453.2216937,219.0507266,-341.1426384,29.93854428,721.0297562,155.8406847,447.5192095,-619.4665787,105.4015068,-627.6429895,-372.4295695,-171.0434967,746.1803603,-508.2100454,473.7614345,207.1680778,73.14321233,646.7667981,-284.0089172,-591.6015446,115.3750833,243.6651872,394.950075,-438.8172196,-79.03173792,-50.8938958,618.1132132,-8.321599756,-663.9113672,31.05213986,229.2666712,142.5803193,-277.6690242,703.454608,376.8365944,254.4494481,-61.93211756,289.4413746,-642.6665473,-187.9191622,137.532668,-649.6092879,298.5720695,-29.15950513,340.3722777,200.4904996,-216.3215245,364.1074953,468.1231324,-374.5559176,508.1788672
0.639,612.6499934,-389.1567226,-499.3564547,-553.9971086,-385.479626,-127.6355003,449.8449656,653.5813569,-773.4120992,53.56748547,-249.0874886,132.5445709,685.5370281,-184.5877978,94.04853018,-125.370563,31.76426518,-664.69786,-277.3305405,-409.5999588,657.7338556,139.8643232,143.7185817,92.78756169,-266.7989198,606.4896753,-142.3232109,60.08075404,198.596523,-666.009141,-531.3422332,182.616972,18.79656174,-667.1836504,-367.0474502,-540.2721303,-275.3341094,2.676460095,-401.2382142,-237.6345103,-22.83412882,693.0260626,518.4164908,-423.594377,381.5278582,453.2225001,219.0506997,-341.1416388,29.93944713,721.0293262,155.8406779,447.5202095,-619.4671749,105.4023096,-627.6439411,-372.4298769,-171.0434514,746.1793613,-508.210956,473.7610211,207.1670964,73.14302002,646.7674831,-284.0081886,-591.6005474,115.375158,243.6654619,394.9491134,-438.8167141,-79.03087511,-50.89446266,618.1123894,-8.322551858,-663.9110614,31.05299524,229.2661532,142.5793482,-277.6692627,703.4536722,376.8369469,254.4504477,-61.93208845,289.4420532,-642.6672819,-187.9192242,137.5336661,-649.6084414,298.5715371,-29.1588949,340.3730699,200.4896224,-216.3220046,364.1080984,468.1223347,-374.5569141,508.178784
0.64,612.6709402,-389.1352462,-499.3319146,-553.9798522,-385.4506889,-127.6434153,449.8744549,653.5758453,-773.4027784,53.53897015,-249.0615961,132.5294192,685.5314458,-184.5960947,94.05768243,-125.3745925,31.76383381,-664.7078507,-277.3257884,-409.59116,657.7321721,139.8741804,143.7230351,92.77860806,-266.7894049,606.4865984,-142.3305673,60.0875278,198.6003862,-665.9999174,-531.3482968,182.6090201,18.79493382,-667.1737838,-367.0422312,-540.2636002,-275.3331412,2.676209847,-401.2380503,-237.6335239,-22.83512812,693.0260251,518.4174583,-423.59463,381.5284496,453.2233065,219.0506728,-341.1406392,29.94034997,721.0288962,155.8406711,447.5212095,-619.4677711,105.4031125,-627.6448927,-372.4301843,-171.0434062,746.1783624,-508.2118666,473.7606078,207.1661151,73.14282772,646.7681681,-284.00746,-591.5995502,115.3752328,243.6657366,394.9481519,-438.8162086,-79.0300123,-50.89502952,618.1115656,-8.323503961,-663.9107556,31.05385062,229.2656352,142.5783771,-277.6695013,703.4527363,376.8372993,254.4514473,-61.93205933,289.4427317,-642.6680165,-187.9192861,137.5346642,-649.6075949,298.5710047,-29.15828467,340.3738621,200.4887452,-216.3224848,364.1087015,468.121537,-374.5579107,508.1787009
0.641,612.6918869,-389.1137699,-499.3073745,-553.9625958,-385.4217519,-127.6513302,449.9039443,653.5703336,-773.3934577,53.51045484,-249.0357035,132.5142674,685.5258636,-184.6043916,94.06683467,-125.3786219,31.76340244,-664.7178414,-277.3210364,-409.5823613,657.7304885,139.8840377,143.7274884,92.76965442,-266.77989,606.4835215,-142.3379236,60.09430156,198.6042494,-665.9906937,-531.3543605,182.6010683,18.79330589,-667.1639172,-367.0370122,-540.2550701,-275.332173,2.675959599,-401.2378865,-237.6325374,-22.83612742,693.0259877,518.4184258,-423.594883,381.5290409,453.2241129,219.0506459,-341.1396395,29.94125282,721.0284663,155.8406642,447.5222094,-619.4683673,105.4039153,-627.6458443,-372.4304916,-171.043361,746.1773634,-508.2127772,473.7601944,207.1651338,73.14263542,646.768853,-284.0067315,-591.598553,115.3753075,243.6660112,394.9471904,-438.815703,-79.02914949,-50.89559638,618.1107418,-8.324456063,-663.9104498,31.05470599,229.2651172,142.577406,-277.6697399,703.4518005,376.8376517,254.4524468,-61.93203022,289.4434103,-642.668751,-187.9193481,137.5356622,-649.6067484,298.5704723,-29.15767444,340.3746543,200.487868,-216.3229649,364.1093046,468.1207393,-374.5589072,508.1786177
0.642,612.7128337,-389.0922935,-499.2828344,-553.9453394,-385.3928148,-127.6592452,449.9334336,653.564822,-773.3841369,53.48193952,-249.0098109,132.4991157,685.5202813,-184.6126884,94.07598691,-125.3826514,31.76297108,-664.7278321,-277.3162843,-409.5735625,657.728805,139.8938949,143.7319418,92.76070078,-266.7703752,606.4804446,-142.34528,60.10107533,198.6081127,-665.9814701,-531.3604242,182.5931165,18.79167796,-667.1540506,-367.0317932,-540.2465401,-275.3312048,2.675709352,-401.2377227,-237.6315509,-22.83712672,693.0259503,518.4193932,-423.595136,381.5296323,453.2249193,219.0506189,-341.1386399,29.94215567,721.0280363,155.8406574,447.5232094,-619.4689634,105.4047181,-627.6467959,-372.430799,-171.0433158,746.1763644,-508.2136877,473.7597811,207.1641524,73.14244312,646.769538,-284.0060029,-591.5975558,115.3753822,243.6662859,394.9462288,-438.8151975,-79.02828668,-50.89616324,618.1099179,-8.325408166,-663.9101441,31.05556137,229.2645992,142.5764348,-277.6699785,703.4508647,376.8380041,254.4534464,-61.9320011,289.4440888,-642.6694856,-187.9194101,137.5366603,-649.6059019,298.56994,-29.15706422,340.3754466,200.4869908,-216.323445,364.1099077,468.1199417,-374.5599037,508.1785346
0.643,612.7337804,-389.0708171,-499.2582942,-553.928083,-385.3638777,-127.6671601,449.962923,653.5593103,-773.3748161,53.45342421,-248.9839184,132.4839639,685.514699,-184.6209853,94.08513915,-125.3866808,31.76253971,-664.7378228,-277.3115322,-409.5647638,657.7271214,139.9037522,143.7363952,92.75174714,-266.7608603,606.4773677,-142.3526364,60.10784909,198.6119759,-665.9722465,-531.3664879,182.5851646,18.79005004,-667.144184,-367.0265742,-540.23801,-275.3302367,2.675459104,-401.2375589,-237.6305644,-22.83812602,693.0259129,518.4203607,-423.595389,381.5302237,453.2257257,219.050592,-341.1376402,29.94305852,721.0276064,155.8406506,447.5242094,-619.4695596,105.405521,-627.6477475,-372.4311064,-171.0432705,746.1753654,-508.2145983,473.7593677,207.1631711,73.14225082,646.770223,-284.0052743,-591.5965586,115.3754569,243.6665606,394.9452673,-438.814692,-79.02742387,-50.8967301,618.1090941,-8.326360269,-663.9098383,31.05641675,229.2640812,142.5754637,-277.6702171,703.4499288,376.8383566,254.454446,-61.93197199,289.4447673,-642.6702201,-187.9194721,137.5376584,-649.6050554,298.5694076,-29.15645399,340.3762388,200.4861136,-216.3239251,364.1105107,468.119144,-374.5609003,508.1784514
0.644,612.7547272,-389.0493408,-499.2337541,-553.9108266,-385.3349407,-127.6750751,449.9924123,653.5537987,-773.3654953,53.42490889,-248.9580258,132.4688122,685.5091167,-184.6292822,94.09429139,-125.3907103,31.76210835,-664.7478135,-277.3067802,-409.555965,657.7254378,139.9136095,143.7408485,92.74279351,-266.7513454,606.4742908,-142.3599927,60.11462285,198.6158391,-665.9630228,-531.3725515,182.5772128,18.78842211,-667.1343174,-367.0213552,-540.2294799,-275.3292685,2.675208856,-401.2373951,-237.6295779,-22.83912532,693.0258755,518.4213282,-423.595642,381.530815,453.2265321,219.0505651,-341.1366406,29.94396136,721.0271764,155.8406438,447.5252094,-619.4701558,105.4063238,-627.6486991,-372.4314137,-171.0432253,746.1743664,-508.2155089,473.7589544,207.1621897,73.14205852,646.770908,-284.0045458,-591.5955614,115.3755316,243.6668352,394.9443057,-438.8141864,-79.02656106,-50.89729696,618.1082703,-8.327312371,-663.9095325,31.05727212,229.2635632,142.5744926,-277.6704557,703.448993,376.838709,254.4554456,-61.93194288,289.4454459,-642.6709547,-187.919534,137.5386565,-649.6042089,298.5688752,-29.15584376,340.377031,200.4852364,-216.3244053,364.1111138,468.1183463,-374.5618968,508.1783683
0.645,612.7756739,-389.0278644,-499.209214,-553.8935702,-385.3060036,-127.68299,450.0219017,653.5482871,-773.3561746,53.39639358,-248.9321333,132.4536604,685.5035344,-184.6375791,94.10344363,-125.3947397,31.76167698,-664.7578041,-277.3020281,-409.5471663,657.7237543,139.9234667,143.7453019,92.73383987,-266.7418306,606.4712139,-142.3673491,60.12139661,198.6197023,-665.9537992,-531.3786152,182.5692609,18.78679418,-667.1244508,-367.0161362,-540.2209499,-275.3283003,2.674958608,-401.2372313,-237.6285914,-22.84012462,693.025838,518.4222956,-423.595895,381.5314064,453.2273385,219.0505382,-341.135641,29.94486421,721.0267464,155.840637,447.5262093,-619.470752,105.4071267,-627.6496507,-372.4317211,-171.0431801,746.1733675,-508.2164194,473.758541,207.1612084,73.14186622,646.771593,-284.0038172,-591.5945642,115.3756063,243.6671099,394.9433442,-438.8136809,-79.02569826,-50.89786382,618.1074465,-8.328264474,-663.9092267,31.0581275,229.2630452,142.5735215,-277.6706943,703.4480572,376.8390614,254.4564451,-61.93191376,289.4461244,-642.6716893,-187.919596,137.5396546,-649.6033624,298.5683428,-29.15523353,340.3778232,200.4843592,-216.3248854,364.1117169,468.1175486,-374.5628934,508.1782851
0.646,612.7966206,-389.0063881,-499.1846739,-553.8763139,-385.2770665,-127.690905,450.051391,653.5427754,-773.3468538,53.36787826,-248.9062407,132.4385087,685.4979522,-184.6458759,94.11259587,-125.3987692,31.76124561,-664.7677948,-277.2972761,-409.5383676,657.7220707,139.933324,143.7497552,92.72488623,-266.7323157,606.468137,-142.3747055,60.12817038,198.6235656,-665.9445755,-531.3846789,182.5613091,18.78516626,-667.1145842,-367.0109172,-540.2124198,-275.3273321,2.674708361,-401.2370675,-237.6276049,-22.84112392,693.0258006,518.4232631,-423.596148,381.5319978,453.2281449,219.0505113,-341.1346413,29.94576706,721.0263165,155.8406302,447.5272093,-619.4713482,105.4079295,-627.6506023,-372.4320285,-171.0431349,746.1723685,-508.21733,473.7581276,207.1602271,73.14167391,646.7722779,-284.0030887,-591.593567,115.375681,243.6673846,394.9423827,-438.8131754,-79.02483545,-50.89843068,618.1066227,-8.329216576,-663.908921,31.05898288,229.2625272,142.5725504,-277.6709329,703.4471213,376.8394138,254.4574447,-61.93188465,289.446803,-642.6724238,-187.919658,137.5406526,-649.6025159,298.5678104,-29.15462331,340.3786155,200.483482,-216.3253655,364.11232,468.116751,-374.5638899,508.1782019
0.647,612.8175674,-388.9849117,-499.1601338,-553.8590575,-385.2481295,-127.6988199,450.0808804,653.5372638,-773.337533,53.33936295,-248.8803481,132.423357,685.4923699,-184.6541728,94.12174811,-125.4027986,31.76081425,-664.7777855,-277.292524,-409.5295688,657.7203871,139.9431812,143.7542086,92.7159326,-266.7228008,606.4650601,-142.3820618,60.13494414,198.6274288,-665.9353519,-531.3907426,182.5533572,18.78353833,-667.1047176,-367.0056982,-540.2038897,-275.3263639,2.674458113,-401.2369037,-237.6266184,-22.84212322,693.0257632,518.4242306,-423.596401,381.5325891,453.2289513,219.0504844,-341.1336417,29.9466699,721.0258865,155.8406234,447.5282093,-619.4719444,105.4087324,-627.6515539,-372.4323358,-171.0430896,746.1713695,-508.2182406,473.7577143,207.1592457,73.14148161,646.7729629,-284.0023601,-591.5925698,115.3757558,243.6676593,394.9414211,-438.8126699,-79.02397264,-50.89899754,618.1057989,-8.330168679,-663.9086152,31.05983826,229.2620091,142.5715792,-277.6711715,703.4461855,376.8397663,254.4584443,-61.93185554,289.4474815,-642.6731584,-187.91972,137.5416507,-649.6016694,298.567278,-29.15401308,340.3794077,200.4826048,-216.3258456,364.1129231,468.1159533,-374.5648864,508.1781188
0.648,612.8385141,-388.9634353,-499.1355937,-553.8418011,-385.2191924,-127.7067349,450.1103697,653.5317521,-773.3282122,53.31084764,-248.8544556,132.4082052,685.4867876,-184.6624697,94.13090035,-125.4068281,31.76038288,-664.7877762,-277.2877719,-409.5207701,657.7187036,139.9530385,143.7586619,92.70697896,-266.713286,606.4619832,-142.3894182,60.1417179,198.631292,-665.9261283,-531.3968062,182.5454054,18.78191041,-667.094851,-367.0004792,-540.1953597,-275.3253957,2.674207865,-401.2367399,-237.6256319,-22.84312252,693.0257258,518.425198,-423.596654,381.5331805,453.2297577,219.0504575,-341.132642,29.94757275,721.0254566,155.8406166,447.5292093,-619.4725406,105.4095352,-627.6525055,-372.4326432,-171.0430444,746.1703705,-508.2191511,473.7573009,207.1582644,73.14128931,646.7736479,-284.0016315,-591.5915726,115.3758305,243.6679339,394.9404596,-438.8121643,-79.02310983,-50.8995644,618.1049751,-8.331120781,-663.9083094,31.06069363,229.2614911,142.5706081,-277.67141,703.4452496,376.8401187,254.4594439,-61.93182642,289.4481601,-642.6738929,-187.919782,137.5426488,-649.6008229,298.5667456,-29.15340285,340.3801999,200.4817276,-216.3263258,364.1135262,468.1151556,-374.565883,508.1780356
0.649,612.8594609,-388.941959,-499.1110536,-553.8245447,-385.1902554,-127.7146498,450.1398591,653.5262405,-773.3188915,53.28233232,-248.828563,132.3930535,685.4812053,-184.6707666,94.14005259,-125.4108575,31.75995152,-664.7977669,-277.2830199,-409.5119713,657.71702,139.9628958,143.7631153,92.69802532,-266.7037711,606.4589063,-142.3967746,60.14849167,198.6351552,-665.9169046,-531.4028699,182.5374535,18.78028248,-667.0849844,-366.9952602,-540.1868296,-275.3244276,2.673957617,-401.2365761,-237.6246454,-22.84412182,693.0256884,518.4261655,-423.596907,381.5337719,453.2305641,219.0504306,-341.1316424,29.9484756,721.0250266,155.8406098,447.5302093,-619.4731368,105.4103381,-627.6534571,-372.4329505,-171.0429992,746.1693716,-508.2200617,473.7568876,207.1572831,73.14109701,646.7743329,-284.000903,-591.5905754,115.3759052,243.6682086,394.9394981,-438.8116588,-79.02224702,-50.90013126,618.1041512,-8.332072884,-663.9080036,31.06154901,229.2609731,142.569637,-277.6716486,703.4443138,376.8404711,254.4604434,-61.93179731,289.4488386,-642.6746275,-187.9198439,137.5436469,-649.5999764,298.5662132,-29.15279262,340.3809922,200.4808504,-216.3268059,364.1141293,468.1143579,-374.5668795,508.1779525
0.65,612.8804076,-388.9204826,-499.0865135,-553.8072883,-385.1613183,-127.7225648,450.1693484,653.5207288,-773.3095707,53.25381701,-248.8026705,132.3779017,685.475623,-184.6790634,94.14920483,-125.414887,31.75952015,-664.8077576,-277.2782678,-409.5031726,657.7153364,139.972753,143.7675687,92.68907169,-266.6942562,606.4558294,-142.4041309,60.15526543,198.6390185,-665.907681,-531.4089336,182.5295017,18.77865455,-667.0751178,-366.9900412,-540.1782995,-275.3234594,2.673707369,-401.2364123,-237.6236589,-22.84512111,693.0256509,518.427133,-423.59716,381.5343633,453.2313705,219.0504037,-341.1306428,29.94937845,721.0245966,155.840603,447.5312092,-619.473733,105.4111409,-627.6544086,-372.4332579,-171.042954,746.1683726,-508.2209723,473.7564742,207.1563017,73.14090471,646.7750178,-284.0001744,-591.5895782,115.3759799,243.6684833,394.9385365,-438.8111533,-79.02138421,-50.90069811,618.1033274,-8.333024987,-663.9076978,31.06240439,229.2604551,142.5686659,-277.6718872,703.443378,376.8408236,254.461443,-61.9317682,289.4495172,-642.675362,-187.9199059,137.5446449,-649.5991299,298.5656809,-29.1521824,340.3817844,200.4799732,-216.327286,364.1147323,468.1135603,-374.567876,508.1778693
0.651,612.9013543,-388.8990063,-499.0619734,-553.7900319,-385.1323812,-127.7304797,450.1988378,653.5152172,-773.3002499,53.22530169,-248.7767779,132.36275,685.4700408,-184.6873603,94.15835707,-125.4189164,31.75908879,-664.8177483,-277.2735157,-409.4943738,657.7136529,139.9826103,143.772022,92.68011805,-266.6847414,606.4527525,-142.4114873,60.16203919,198.6428817,-665.8984573,-531.4149973,182.5215499,18.77702663,-667.0652512,-366.9848222,-540.1697695,-275.3224912,2.673457122,-401.2362485,-237.6226724,-22.84612041,693.0256135,518.4281004,-423.597413,381.5349546,453.2321769,219.0503768,-341.1296431,29.95028129,721.0241667,155.8405961,447.5322092,-619.4743291,105.4119437,-627.6553602,-372.4335653,-171.0429087,746.1673736,-508.2218829,473.7560609,207.1553204,73.14071241,646.7757028,-283.9994458,-591.5885809,115.3760546,243.6687579,394.937575,-438.8106477,-79.0205214,-50.90126497,618.1025036,-8.333977089,-663.9073921,31.06325977,229.2599371,142.5676948,-277.6721258,703.4424421,376.841176,254.4624426,-61.93173908,289.4501957,-642.6760966,-187.9199679,137.545643,-649.5982834,298.5651485,-29.15157217,340.3825766,200.479096,-216.3277661,364.1153354,468.1127626,-374.5688726,508.1777862
0.652,612.9223011,-388.8775299,-499.0374332,-553.7727755,-385.1034442,-127.7383947,450.2283271,653.5097056,-773.2909291,53.19678638,-248.7508853,132.3475982,685.4644585,-184.6956572,94.16750931,-125.4229459,31.75865742,-664.827739,-277.2687637,-409.4855751,657.7119693,139.9924676,143.7764754,92.67116441,-266.6752265,606.4496756,-142.4188437,60.16881295,198.6467449,-665.8892337,-531.4210609,182.513598,18.7753987,-667.0553846,-366.9796032,-540.1612394,-275.321523,2.673206874,-401.2360847,-237.6216859,-22.84711971,693.0255761,518.4290679,-423.597666,381.535546,453.2329833,219.0503499,-341.1286435,29.95118414,721.0237367,155.8405893,447.5332092,-619.4749253,105.4127466,-627.6563118,-372.4338726,-171.0428635,746.1663746,-508.2227934,473.7556475,207.1543391,73.14052011,646.7763878,-283.9987173,-591.5875837,115.3761293,243.6690326,394.9366134,-438.8101422,-79.01965859,-50.90183183,618.1016798,-8.334929192,-663.9070863,31.06411514,229.2594191,142.5667236,-277.6723644,703.4415063,376.8415284,254.4634422,-61.93170997,289.4508743,-642.6768312,-187.9200299,137.5466411,-649.5974369,298.5646161,-29.15096194,340.3833688,200.4782188,-216.3282463,364.1159385,468.1119649,-374.5698691,508.177703
0.653,612.9432478,-388.8560535,-499.0128931,-553.7555191,-385.0745071,-127.7463096,450.2578165,653.5041939,-773.2816084,53.16827106,-248.7249928,132.3324465,685.4588762,-184.7039541,94.17666156,-125.4269753,31.75822605,-664.8377297,-277.2640116,-409.4767764,657.7102857,140.0023248,143.7809287,92.66221078,-266.6657116,606.4465987,-142.4262,60.17558672,198.6506081,-665.8800101,-531.4271246,182.5056462,18.77377077,-667.045518,-366.9743842,-540.1527093,-275.3205548,2.672956626,-401.2359209,-237.6206994,-22.84811901,693.0255387,518.4300354,-423.597919,381.5361374,453.2337897,219.050323,-341.1276439,29.95208699,721.0233068,155.8405825,447.5342092,-619.4755215,105.4135494,-627.6572634,-372.43418,-171.0428183,746.1653757,-508.223704,473.7552342,207.1533577,73.1403278,646.7770728,-283.9979887,-591.5865865,115.376204,243.6693073,394.9356519,-438.8096367,-79.01879578,-50.90239869,618.100856,-8.335881294,-663.9067805,31.06497052,229.2589011,142.5657525,-277.672603,703.4405704,376.8418808,254.4644418,-61.93168086,289.4515528,-642.6775657,-187.9200919,137.5476392,-649.5965904,298.5640837,-29.15035171,340.3841611,200.4773416,-216.3287264,364.1165416,468.1111672,-374.5708657,508.1776199
